year,subject_name,question_html,option_a,option_b,option_c,option_d,correct_option
2013,Science and Technology,<p>Fruits stored in a cold chamber exhibit longer storage life because</p>,(a)  exposure to sunlight is prevented,(b)  concentration of carbon diodixe in the environment in increased,(c)  rate of respiration in decreased,(d)  there is an increase in humidity,c
2013,Environment,<p>Consider the following fauna and India:</p><p>1. Gharial</p><p>2. Leatherback turtle</p><p>3. Swamp deer</p><p>Which of the above is/are endangered?</p>,(a)  1 and 2 only,(b)  3 only,"(c)  1, 2 and 3",(d)  None,c
2013,Science and Technology," <p>Ball bearings are used in bicycles, cars, etc., because</p>",(a)  the actual area of contact between the wheel and axle is increased,(b)  the effective area of contact between the wheel and axle is increased,(c)  the effective area of contact between the wheel and axle is reduced,(d)  None of the above statements is correct,c
2013,Science and Technology,<p>Consider the following statements:</p><p>1. Size of the sun at dusk</p><p>2. Colour of the sun at dawn</p><p>3. Moon being visible at dawn</p><p>4. Twinkle of stars in the sky</p><p>5. Polestar being visible in the sky</p><p>Which of the above are optical illusions?</p>,"(a)  1, 2 and 3","(b)  3, 4 and 5","(c)  1, 2 and 4","(d)  2, 3 and 5",c
2013,Science and Technology,<p>Rainbow is produced when sunlight falls on drops of rain. Which of the following physical phenomena are responsible for this?</p><p>1. Dispersion</p><p>2. Refraction</p><p>3. Internal reflection</p><p>Select the correct answer using the codes given below.</p>,(a)  1 and 2 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",d
2013,Science and Technology,<p>Many transplanted seedlings do not grow because</p>,(a)  the new soil does not contain favourable minerals,(b)  most of the root hairs grip the new soil too hard,(c)  most of the root hairs are lost during transplantation,(d)  leaves get damaged during transplantation,c
2013,Economics,<p>Economic growth in country X will necessarily have to occur if</p>,(a)  there is technical progress in the world economy,(b)  there is population growth in X,(c)  there is capital formation in X,(d)  the volume of trade grows in the world economy,c
2013,Science and Technology,<p>Which of the following statements is/are correct?</p><p>1. Viruses lack enzymes necessary for the generation of energy</p><p>2. Viruses can be cultured in any synthetic medium.</p><p>3. Viruses are transmitted from one organism to another by biological vectors only. </p><p>Select the correct answer using the codes given below. </p>,(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",a
2013,Science and Technology,<p>Which of the following leaf modifications occurs/occur in desert areas to inhibit water loss?</p><p>1. Hard and waxy leaves </p><p>2. Tiny leaves or no leaves </p><p>3. Thorns instead of leaves </p><p>Select the correct answer using the codes given below.</p>,(a)  1 and 2 only,(b)  2 only,(c)  1 and 3 only,"(d)  1, 2 and 3",d
2013,Science and Technology," <p>The known forces of nature can be divided into four classes, viz., gravity, electromagnetism, weak nuclear force and strong nuclear force. With reference to them, which one of the following statements is<em><strong> not</strong></em> correct?</p>",(a)  Gravity is the strongest of the four.,(b)  Electromagnetism acts only on particles with an electric charge.,(c)  Weak nuclear force causes radioactivity.,(d)  Strong nuclear force holds protons and neutrons inside the nucleus of an atom.,a
2013,Science and Technology,<p>The efforts to detect the existence of Higgs boson particle have become frequent news in the recent past. What is/are the importance/importances of discovering this particle?</p><p>1. It will enable us to understand as to why elementary particles have mass.</p><p>2. It will enable us in the near future to develop the technology of transferring matter from one point to another without traversing the physical space between them.</p><p>3. It will enable us to crease better fuels for nuclear mission.</p><p>Select the correct answer using the codes given below.</p>,(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",a
2013,Science and Technology,<p>Mycorrhizal biotechnology has been used in rehabilitating degraded sites because mycorrhiza enables the plants to</p><p></p><ol><li>Resist drought and increase absorptive area</li><li>Tolerate extremes of pH</li><li>Resist disease infestation</li></ol><p></p><p>Select the correct answer using the codes given below.</p>,(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",d
2013,Polity and Governance,"         <p>Who among the following constitute the National Development Council?</p><p>1. The Prime Minister</p><p>2. The Chairman, Finance Commission</p><p>3. Ministers of the Union Cabinet</p><p>4. Chief Ministers of the States</p><p>Select the correct answer using the codes given below.</p>
      ","(a) 1, 2 and 3 only","(b) 1, 3 and 4 only",(c) 2 and 4 only,"(d) 1, 2, 3 and 4",b
2013,Economics,<p>The national income of a country for a given period is equal to the</p>,(a) total value of goods and services produced by the nationals,(b) sum of total consumption and investment expenditure,(c) sum of personal income of all individuals,(d) money value of final goods and service produce,b
2013,Economics,<p>Which of the following grants/grant direct credit assistance to rural households?</p><p>1. Regional Rural Banks</p><p>2. National Bank for Agriculture and Rural Development</p><p>3. Land Development Banks</p><p>Select the correct answer using the codes given below.</p>,(a) 1 and 2 only,(b) 2 only,(c) 1 and 3 only,"(d) 1, 2 and 3",c
2014,Environment," <p>What are the significances of a practical approach to sugarcane production known as ""Sustainable Sugarcane Initiative""?</p><p>1. Seed cost is very low in this compared to the conventional method of cultivation.</p><p>2. Drip irrigation can be practiced very effectively in this.</p><p>3. There is no application of chemical/inorganic fertilizers at all in this.</p><p>4. The scope for intercropping is more in this compared to the conventional method of cultivation.</p><p>Select the correct answer using the code given below.</p>",(a)  1 and 3 only,"(b)  1, 2 and 4 only","(c)  2, 3 and 4 only","(d) 1, 2, 3 and 4 only",b
2014,Environment," <p>If a wetland of international importance is brought under the ""Montreux Record"", what does it imply?</p>","(a)  Changes in ecological character have occurred, are occurring or are likely to occur in the wetland as a result of human interference.",(b)  The country in which the wetland is located should enact a low to prohibit any human activity within five kilometres from the edge of the wetland.,(c) The survival of the wetland depends on the cultural practices and traditions of certain communities living in its vicinity and therefore the cultural diversity therein should not be destroyed.,"(d)  It is given the status of ""World Heritage Site"".",a
2014,Geography,"         <p>Which one of the following pairs of islands is separated from each other by the ""Ten Degree Channel""?</p>
      ",(a) Andman and Nicobar,(b) Nicobar and Sumatra,(c) Maldives and Lakshadweep,(d) Sumatra and Jav,a
2014,Current Affairs,<p>Consider the following pairs :</p><p>          Programme/Project                                   Ministry</p><p>1. Drought-Prone Area Programme : Ministry of Agriculture.</p><p>2. Desert Development Programme : Ministry of Environment and Forests.</p><p>3. National Watershed Development Project for Rainfed Areas : Ministry of Rural Development.</p><p>Select the correct answer using the code given below.</p><p> </p>,(a)  1 and 2 only,(b)  3 only,"(c)  1, 2 and 3  only",(d)  None of the above,d
2014,Environment," <p>With reference to Bombay Natural History Society (BNHS), consider the following statements:</p><p>1. It is an autonomous organization under the Ministry of Environment and Forests.</p><p>2. It strives to conserve nature through action-based research, education and public awareness.</p><p>3. It organizes and conducts nature trails and camps for the general public.</p><p>Select the correct answer using the code given below. </p>",(a)  1 and 3 only,(b)  2 only,(c) 2 and 3 only,"(d) 1, 2 and 3 only",c
2014,Environment," <p>With reference to ""Global Environment Facility"", which of the following statements is/are correct?</p>","(a) It serves as financial mechanism for ""Convention on Biological Diversity"" and ""United Nations Framework Convention on Climate Change"".",(b) It undertakes scientific research on environmental issues at global level.,(c) It is an agency under OECD to facilitate the transfer of technology and funds to underdeveloped countries with specific aim to protect their environment.,(d) Both a and b.,a
2014,Science and Technology," <p>With reference to technology for solar power production, consider the following statements:</p><p> 1. ""Photovoltaics"" is a technology that generates electricity by direct conversion of light into electricity, while ""Solar Thermal"" is a technology that utilizes the Sun""s rays to generate heat which is further used in electricity generation process.</p><p> 2. Photovoltaics-generates Alternating Current (AC), while Solar Thermal generates Direct Current (DC). </p><p>3. India has manufacturing base for Solar Thermal technology, but not for photovoltaics. </p><p>Select the correct answer using the code given below.</p><p> </p>",(a)  1 only,(b)  2 and 3 only,"(c)  1, 2 and 3 only",(d)  None of the above,a
2014,Art and Culture,<p>Consider the following languages:</p><p>1. Gujarati</p><p>2. Kannada</p><p>3. Telugu</p><p><br/>Which of the above has/have been declared as 'classical language/ languages' by the Government?<br/></p>,(a)  1 and 2 only,(b)  3 only,(c)  2 and 3 only,"(d)  1, 2 and 3 only",c
2014,Environment,<p>Consider the following pairs : Country:</p><ol><li>Dampa Tiger Reserve : Mizoram</li><li>Gumti Wildlife Sanctuary : Sikkim</li><li>Saramati Peak : Nagaland</li></ol><p>Select the correct answer using the code given below.</p>,(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3 only",c
2014,Environment," <p>With reference to a conservation organization called ""Wetlands International"", which of the following statement/s is/are correct?</p><ol><li>It is an intergovernmental organizatioin formed by the countries which are signatories to Ramsar Convention.</li><li>It works at the field level to develop and mobilize knowledge, and use the practical experience to advocate for better policies.</li></ol><p>Select the correct answer using the code given below.</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,b
2014,Current Affairs," <p>With reference to a grouping of countries known as BRICS, consider the following statements:</p><p>1. The First Summit of BRICS was held in Rio de Jeneiro in 2009.</p><p>2. South Africa was the last to join the BRICS grouping.</p><p>Which of the statements given above is/are correct?</p><p> </p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,b
2014,Science and Technology,<p>Consider the following diseases:</p><p>1. Diphtheria</p><p>2. Chickenpox</p><p>3. Smallpox </p><p>Which of the above diseases has/have been eradicated in India?</p><p> </p>,(a)  1 and 2 only,(b)  3 only,"(c)  1, 2 and 3 only",(d)  None of the above,b
2014,Geography,"        <p>Which of the following phenomena might have influenced the evolution of organisms?</p><p>1. Continental drift</p><p>2. Glacial cycles</p><p>Select the correct answer using the code given below.<br/></p><p></p><br/>
      ",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,c
