year,subject_name,subject_id,topic,subtopic,question_html,option_a,option_b,option_c,option_d,correct_option,difficulty_level,nature,explanation_html
2010,Science and Technology,6,,," <p>From the point of view of evolution of living organisms, which one of the following is the correct sequence of evolution ?</p>",(a)  Otter – Tortoise – Shark,(b)  Shark – Tortoise – Otter,(c)  Tortoise – Shark – Otter,(d)  Shark – Otter – Tortoise,b,Difficult,tApplied(A),"<ul><li>Sharks are a type of fish with a full cartilaginous skeleton and a highly streamlined body. The earliest known sharks date from more than 420 million years ago, before the time of the dinosaurs. The first proto - turtles are believed to have existed in the early Triassic Period of the Mesozoic eta, about 220 million years ago. No one knows exactly how sea otters evolved, but it is believed that they arose from primitive, fish-eating otter mammals about 5 to 7 million years ago during the late Miocene and early Pliocene periods.</li></ul>"
2010,Basic Sciences,6,,, <p>Consider the following statements:</p><p>1. Hepatitis B is several times more infectious than HIV/AIDS</p><p>2. Hepatitis B can cause live cancer </p><p>Which of the statements given above is/are correct ?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,c,Difficult,tFundamental(F),"<ul><li>Hepatitis B is an infectious illness caused by hepatitis B virus (HBV) which infects the liver of hominoidae, including humans, and causes an inflammation called hepatitis. The acute illness causes liver inflammation, vomiting, jaundice and-rarely-death. Chronic hepatitis B may eventually cause liver cirrhosis and liver cancer-a fatal disease with very poor response to current chemotherapy. The hepatitis B virus is 50 to 100 times more infectious than HIV.</li></ul>"
2010,Science and Technology,6,,, <p>Excessive release of the pollutant carbon monoxide (CO) into the air may produce a condition in which oxygen supply in the human body decreases. What causes this condition ?</p>,"(a)  When inhaled into the human body, CO is converted into CO2",(b)  The inhaled CO has much higher affinity for haemoglobin as compared to oxygen,(c)  The inhaled CO destroys the chemical structure of haemoglobin,(d)  The inhaled CO adversely affects the respiratory centre in the brain,b,Medium,Applied(A),"<p>Carbon monoxide, like oxygen, has an affinity for iron-containing molecules, but it is about 210 times more effective in binding to iron-containing haemoglobin than oxygen is. Since air contains 21% oxygen this means that only 0.1% carbon monoxide in the air will eventually lead to 50% of the haemoglobin being combined to form carboxyhaemoglobin. Once carboxyhaemoglobin is formed, and after exposure ceases, it takes 4-5 hours for its level in the blood to fall, exponentially, by 50%. The ill effect of the gas can therefore be cumulative, and a person can be poisoned by intermittent exposure during the day.</p>"
2010,Science and Technology,6,,," <p>Consider the following statements:</p><p>1. Every individual in the population is equally susceptible host for Swine Flu.</p><p>2. Antibiotics have no role in the primary treatment of Swine Flu.</p><p>3. To prevent the future spread of Swine Flu in the epidemic area, the swine (pigs) must all be culled.</p><p>Which of the statements given above is/are correct ? </p><p> </p>",(a)  1 and 2 only,(b)  2 only,(c)  2 and 3 only,"(d)  1, 2 and 3 only",a,Difficult,tApplied(A),"<ul><li>Swine influenza (also called pig influenza, swine flu, hog flu and pig flu) is an infection by any one of several types of swine influenza virus. Swine influenza virus (SIV) or S-OIV (swine-origin influenza virus) is any strain of the influenza family of viruses that is endemic in pigs The factors which strongly favour such a spread are: that the H1N1 virus is highly infectious (that is, it can easily be transmitted from one person to several others); that person-to-person transmission can occur during the incubation period (that is, before the transmitting individual is even aware that he or she is infected); that every individual in the population is a susceptible host; and that the clinical features of the infection are no different from those of the common cold. People who work with poulty and swine, especially people with intense exposures, are at increased risk of zoonotic (bird and swine flue) infection. People in at-risk groups should be treated with antivirus (oseltamivir or zanamivir) as soon as possible when they first experience flu symptoms. Antibiotics have no role in the primary treatment of Swine Flu. If a person becomes sick with swine flu, antiviral drugs can make the illness midler and make the patient feel better faster. They may also prevent serious flu complications. The World Health Organization moved to put the pandemic alert to phase 5 confirms that the situation is not a pig problem but a human problem. Antibiotics does not work on Swine flue because antibiotics are for killing bacteria, not viruses. Swine flu is a virus. Both bacteria and viruses are ""germs"" but they are different types of germs that need different types of medicines to get rid of them. There are anti-viral medicines that work to deactivate (""kill"") viruses or weaken them to help you get over the illness faster with less severe symptoms, but they do not prevent you from getting the virus like an immunization would. Two of the anti-viral medicines that are already available do work for the Novel H1N1 2009 swine flu, but they must be taken within two days of the first symptoms to be most effective.</li></ul>"
2010,Basic Sciences,6,,," <p>With regard to the transmission of the Human Immuno deficiency Virus, which one of the following statements is not correct ?</p>",(a)  The chances of transmission from female to male are twice as likely as from male to female,(b)  The chances of transmission are more if a person suffers from other sexually transmitted infections,"(c)  An infected mother can transmit the infection to her baby during pregnancy, at childbirth and by breast feeding",(d)  The risk of contracting infection from transfusion of infected blood is much higher than an exposure to contaminated needle,a,,,"<p>
	According to European Study Group on Heterosexual Transmission of HIV, overall 19 (12%) male partners and 82 (205) female partners were infected with HIV, suggesting that male to female transmission is 1.9 (95% confidence interval 1.1 to 3.3) times more effective than female to male transmission. Having a sexually transmitted disease (STD) can increase a person's risk of becoming infected with HIV. The main routes of HIV transmission are through:</p>
<ul>
<li>
		Unprotected sexual contact with an infected person</li>
<li>
		By sharing needles with an infected person and</li>
<li>
		From an infected mother to child during pregnancy, during birth or shortly after birth while breastfeeding. (Blood for blood transfusion has higher probability than by infected needled. 'For the virus to be transmitted, it has to freshly taken in the syringe and the anti-coagulants had to be mixed. The virus stays fresh till the blood is moist and it has to injected immediately on a person. But in the hot climates the virus cannot survive outside for long.'</li>
</ul>
"
2010,Ecology and Environment,2,,, <p>What are the possible limitations of India in mitigating the global warming at present and in the immediate future ?</p><p>1. Appropriate alternate technologies are not sufficiently available.</p><p>2. India cannot invest huge funds in research and development.</p><p>3. Many developed countries have already set up their polluting industries in India.</p><p>  Which of the statements given above is/are correct ?</p>,(a)  1 and 2 only,(b)  2 only,(c)  1 and 3 only,"(d)  1, 2 and 3 only",a,Medium,Fundamental(F),"<ul>
<li>Establishment of polluting industries in India by developed countries should not be a limitation on India's global warming mitigation plan. As India is a developing country, hence it has several other priorities such as infrastructure, poverty alleviation and employment generation. So, it cannot invest huge funds in research and development and appropriate alternate technologies are not sufficiently available as well.</li>
</ul>"
2010,International Affairs and Institutions,3,,," <p>Consider the following statements:</p><p>1. The Commonwealth has no charter, treaty or constitution.</p><p>2. All the territories/countries once under the British empire (jurisdiction/rule/mandate) automatically joined the Commonwealth as its members.</p><p>Which of the statements given above is/are correct ?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,a,Difficult,tFundamental(F),"<ul><li>The Commonwealth of Nations, normally referred to as the Commonwealth and previously known as the British Commonwealth, is an intergovernmental organization of fifty-four independent member states. Commonwealth is a free association of sovereign independent states that has no charter, treaty or constitution. The association promotes cooperation, consultation and mutual assistance among members. The Commonwealth is the successor of the British Empire and has its origins in the Imperial Conference of the late 1920s (conference of British and colonial prime ministers had occurred periodically since 1887), where the independence of the self-governing colonies or dominions was recognized, and eventually formalized by the 1831 Statute of Westminster. The Commonwealth was established as an association of free and equal states, and membership was based on common allegiance to the British Crown. Among the former British protectorates and mandates, those that never became members of the Commonwealth are Egypt, Iraq, Palestine, Transjordan, Sudan, Kuwait, Bahrain, Oman, Qatar and the UAE. Hence, statement 2 is incorrect.</li></ul>"
2010,India and World,7,,," <p>In the context of bilateral trade negotiations between India and European Union, what is the difference between European Commission and European Council ?</p><p>1. European Commission represents the EU in trade negotiations whereas European Council participates in them legislation of matters pertaining to economic policies of the European Union.</p><p>2. European Commission comprises the Heads of State or government of member countries whereas the European Council comprises of the persons nominated by European Parliament.</p><p>Which of the statements given above is/are correct?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,d,Medium,Fundamental(F),"<ul>
<li>
		The European Council is the institution of the European Union (EU) responsible for defining the general political direction and priorities of the Union. European Council has no direct legislative power. It comprises the heads of state or government of EU member states, along with its President and the President of the Commission. The European Commission is the executive body of the European Union. The body is responsible for proposing legislation, implementing decisions, upholding the Union’s treaties and the general day - to - day running of the Union. It represents the EU as a whole on trade policy, in close and regular consultation with EU member states. The Commission operates as a cabinet government, with 27 Commissioners. There is one Commissioner per member state, though Commissioners are bound to represent the interests of the EU as a whole rather than their home state. One of the 27 is the Commission President (currently Jose Manuel Durao Barroso) appointed by the European Council. The Council then appoints the other 26 Commissioners in agreement with the nominated President, and then the 27 Commissioners as a single body are subject to a vote of approval by the European Parliament.</li>
</ul>
"
2010,Geography,5,,, <p>The approximate representation of land use classification in India is ?</p>,(a) Net area sown 25%; forest 33%; other areas 42%,(b) Net area sown 58%; forest 17%; other areas 25%,(c) Net area sown 43%; forest 29%; other areas 28%,(d) Net area sown 47%; forest 23%; other areas 30%,d,Medium,Fundamental(F),"<ul><li>India's total landmass is 32,87,263 square kilometers out of which total land area is 30,60,500 square kilometers. (Rest is water bodies). In 2005 the total arable land and land planted under (That is 51.62% of India's total land.), and total irrigated land was 548,000 square kilometers. The total of non-arable land and land not under permanent crops was 1,276,190 square kilometers. Land use patter in 1999-2000: Net sown area: 46% Forest: 23% Other areas: 30% [14% (not available for cultivation) + 4% (pastures) + 5% (culturable wasteland) + 8% (fallow land)].</li></ul>"
2010,Economics,4,,," <p>With reference to the National Investment Fund to which the disinvestment proceeds are routed, consider the following statements:</p><p>1. The assets in the National Investment Fund are managed by the Union Ministry of Finance.</p><p>2. The National Investment Fund is to be maintained within the Consolidated Fund of India.</p><p>3. Certain Asset Management Companies are appointed as the fund managers.</p><p>4. A certain proportion of annual income is used for financing select social sectors.</p><p>Which of the statements given above is/are correct?</p>",(a)  1 and 2,(b)  2 only,(c)  3 and 4,(d)  3 only,c,Difficult,tFundamental(F),"<ul><li>On 27th January 2005, the Government had decided to constitute a ""National Investment Fund"" (NIF) into which the realization from sale of minority shareholding of the Government in profitable CPSEs would be channelized. The Fund would be maintained outside the Consolidated Fund of India. The income from the Fund would be used for the following broad investment objectives: a) Investment in social sector projects which promote education, health care and employment; b) Capital investment in selected profitable and revivable Public Sector Enterprises that yield adequate returns in order to enlarge their capital base to finance expansion/diversification. The following Public Sector Mutual Funds have been appointed initially as Fund Managers to mage the funds of NIF under the 'discretionary mode' of the Portfolio Management Scheme which is governed by SEBI guidelines. I. UTI Assets Management Company Ltd. II. SBI Funds Management Company (Pvt.) Ltd. III. Jeevan Bima Sahayog, Asset Management Company Ltd.</li></ul>"
2010,Economics,4,,," <p>In India, which of the following is regulated by the Forward Markets Commission ?</p>",(a)  Currency Futures Trading,(b)  Commodities Futures Trading,(c)  Equity Futures Trading,(d)  Both Commodities Futures and Financial Futures Trading,b,Easy,Fundamental(F),"<ul><li>Forward Markets Commission (FMC) is a statutory body set up under Forward Contracts (Regulation) Act, 1952 and functions under the administrative control of the Ministry of Consumer Affairs, Food and Public Distribution. The FMC regulates forward markets in commodities through the recognized associations, recommends to the Government the grant/withdrawal of recognition to the associations organizing forward trading in commodities and makes recommendations for general improvement of the functioning of forward markets in the country.</li></ul>"
2010,Economics,4,,, <p>Which one of the following is not a feature of Limited Liability Partnership firm ?</p>,(a)  Partners should be less than 20,(b)  Partnership and management need not be separate,(c)  Internal governance may be decided by mutual agreement among partners,(d)  It is corporate body with perpetual succession,a,Difficult,tFundamental(F),"<ul><li>A limited liability partnership (LLP) is a partnership in which some or all partners (depending on the jurisdiction) have limited liability. It therefore exhibits elements of partnerships and corporations. In an LLP one partner is not responsible or liable for another partner's misconduct or negligence. LLP shall be a body corporate and a legal entity separate from its partners. It will have perpetual succession. Indian Partnership Act, 1932 shall not be applicable to LLPs and there shall not be any upper limit on number of partners in an LLP unlike an ordinary partnership firm where the maximum number of partners cannot exceed 20.</li></ul>"
2010,Economics,4,,," <p>With reference to the institution of Banking Ombudsman in India, which one of the statements is not correct ?</p>",(a)  The Banking Ombudsman is appointed by the Reserve Bank of India,(b)  The Banking Ombudsman can consider complaints from Non-Resident Indians having accounts in India,"(c)  The orders passed by the Banking Ombudsman, are final and binding on the parties concerned",(d)  The service provided by the Banking Ombudsman is free of any fee,c,Difficult,tFundamental(F),"<ul><li>Banking Ombudsman is a quasi judicial authority functioning under India's Banking Ombudsman Scheme 2006, and the authority was created pursuant to the a decision by the Government of India to enable resolution of complaints of customers of banks relating to certain services rendered by the banks. The Banking Ombudsman Scheme was first introduced in India in 1995, and was revised in 2002. The Banking Ombudsman is a senior official appointed by the RBI to redress customer complaints against deficiency in certain banking services. The Banking Om does not charge any fees for his services. If one is not satisfied with the decision passed by the Banking Ombudsman, one can approach the appellate authority against the Banking Ombudsmen's decision. Appellate authority is vested with a Deputy Governor of the RBI. One can also explore any other recourse and/or remedies available to him/her as per the law. The bank also has the option to file an appeal before the appellate authority under the scheme.</li></ul>"
2010,Economics,4,,," <p>With reference to India, consider the following:</p><p>1. Nationalization of Banks </p><p>2. Formation of Regional Rural Banks</p><p>3. Adoption of villages by Bank Branches </p><p>Which of the above can be considered as steps taken to achieve the “financial inclusion” in India ?</p>",(a)  1 and 2 only,(b)  2 and 3 only,(c)  3 only,"(d)  1, 2 and 3",d,Medium,Applied(A),"<p>
	Financial inclusion is the delivery of banking services at affordable costs to vast sections of disadvantaged and low income groups. The Reserve bank of India setup a commission (Khan Commission) in 2004 to look into Financial Inclusion and the recommendations of the commission were incorporated into the Mid-term review of the policy (2005-06). Financial inclusion is ""the process of ensuring access to financial services and timely and adequate credit where needed by vulnerable groups such as weaker sections and low income groups at an affordable cost."" - C Rangarajan. Steps taken by industry for financial inclusion in India includes:</p>
<ul>
<li>
		Nationalization of Banks</li>
<li>
		Introduction of Lead Bank Scheme</li>
<li>
		Introduction of Priority Sector Norms</li>
<li>
		Introduction of Service Area Concept</li>
<li>
		Adoption of Villages by Bank Branches</li>
<li>
		Formation of Regional Rural Banks</li>
<li>
		Strengthening of Cooperatives</li>
</ul>
"
2010,Ancient and Medieval History,8,,, <p>What was the immediate reason for Ahmad Shah Abdali to invade India and fight the Third Battle of Panipat ?</p>,(a)  He wanted to avenge the expulsion by Marathas of his viceroy Timur Shah from Lahore,(b)  The frustrated governor of Jullundhar Adina Beg Khan invited him to invade Punjab,"(c)  He wanted to punish Mughal administration for non-payment of the revenues of the Chahar Mahal (Gujarat, Aurangabad, Sialkot and Pasrur)",(d)  He wanted to annex all the fertile plains of Punjab up to the borders of Delhi to his kingdom,a,Medium,Fundamental(F),"<ul><li>The decline of the Mughal Empire had led to territorial gains for the Maratha Confederacy. The Marathas had gained control of a considerable part of India in the intervening period (1907-1957). In 1758, they occupied Delhi, captured Lahore and drove out Timur Shah Durrani, the son and viceroy of the Afghan ruler, Ahmad Shah Abdali. So, to revenge the expulsion of his son, Ahmad Shah Abdali invaded India and fight the Third battle of Panipat on January 14, 1961.</li></ul>"
2010,History of Modern India,7,,," <p>With reference to Pondicherry (now Puducherry), consider the following statements:</p><p>1. The first European power to occupy Pondicherry were the Portuguese.</p><p>2. The second European power to occupy Pondicherry were the French.</p><p>3. The English never occupied Pondicherry.</p><p>Which of the statements given above is/are correct ?</p>",(a)  1 only,(b)  2 and 3 only,(c)  3 only,"(d)  1, 2 and 3",a,Medium,Fundamental(F),"<p>In 1497 the Portuguese discovered the route to India and began to expand their influence by occupying coastal areas and building harbor towns, which soon extended more than 12.000 miles of coast line. The Portuguese established a factory in Pondicherry at the beginning of the sixteenth century, but were compelled to leave a century later by the ruler of Gingee, who found them unfriendly. After that the Danes shortly set up an establishment, and likewise the Dutch. The latter set up trading posts in Porto Novo and Cuddalore. The French, who had trading centres in the North, Mahe and Madras were invited to open a trading centre in Pondicherry by the new ruler of Gingee to compete with the Dutch. Able Governors like Lenoir (1726-1735) and Dumas (1735-1741) and an ambitious Governor Dupleix (1742-1754) expanded the puducherry area and made it a large and rich town. But ambition clashed with the English interests in India and the local kingdoms and a period of skirmishes and political intrigues began. Under the command of Bussy, Dupleix's army successfully controlled the area between Hyderabad and Cape Comorin. But then Robert Clive arrived in India, a dare-devil officer who dashed the hopes of Dupleix to create a French Colonial India.</p>"
2010,Ancient and Medieval History,8,,, <p>Why did Buddhism start declining in India in the early medieval times ?</p><ol><li>Buddha was by that time considered as one of the incarnations of Vishnu and thus became a part of Vaishnavism.</li><li>The invading tribes from Central Asia till the time of last Gupta king adopted Hinduism and persecuted Buddhists.</li><li>The Kings of Gupta dynasty were strongly opposed to Buddhism.</li></ol><p>Which of the statements given above is/are correct ?</p>,(a) 1 only,(b) 1 and 3 only,(c) 2 and 3 only,"(d) 1, 2 and 3 only",a,Medium,Applied(A),"<p>The decline of Buddhism in India, the land of its birth, occurred for a variety of reasons, and happened even as it continued to flourish beyond the frontiers of India. Buddhism saw a brief revival under the Guptas. By the 4th to 5th century Buddhism was already in decline in northern India, even as it was achieving multiple successes in Central Asia and along the Silk Road as far as China. It continue to prosper in Gandhara under the Shahi kingdom.</p><ul><li>Buddha became the ninth incarnation of the Dashavatar Vishnu and thus became part of the Vaishnavism. This led to decline in the spread of Buddhism.</li><li>The invading tribes from Central Asia had adopted Buddhism.</li><li>Though Samudragupta was a firm believer in Hinduism and is known to have worshipped Lord Vishnu. He was considerate of other religions and allowed Sri Lanka's Buddhist king Sirimeghvanna to build a monastery at Bodh Gaya. That monastery was called by Xuanzang as the Mahabodhi Sangharama. He provided a gold railing around the Bodhi Tree. The Shungas reinstated the sacrifices and persecuted Buddhism. Central Asian and North Western Indian Buddhism weakened in the 6th century following the White Hun invasion, who followed their own religions. The Gupta Empire period was a time of great development of Hindu culture, but even then in the Ganges Plain half of the population supported Buddhism.</li></ul>"
2010,Economics,4,,, <p>Consider the following statements: </p><p>The Functions of commercial banks in India include .</p><p>1. Purchase and sale of shares and securities on behalf of customers.</p><p>2. Acting as executors and trustees of wills.</p><p>Which of the statements given above is/are correct ?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,c,Difficult,tApplied(A),<br/>
2010,Economics,4,,," <p>In India, the tax proceeds of which one of the following as a percentage of gross tax revenue has significantly declined in the last five years ?</p>",(a)  Service Tax,(b)  Personal income tax,(c)  Excise duty,(d)  Corporation tax,c,Medium,Fundamental(F),"<ul><li>Service tax, personal income tax and corporation tax have been reduced in the recent past to boost aggregate demand, so as to protect the economy from global recession. Excise duty rates have been reduced in the recent past to boost aggregate demand, so as to protect the economy from global recession.</li></ul>"
2010,Polity and Governance,3,,, <p>Which one of the following authorities makes recommendation to the Governor of a State as to the principles for determining the taxes and duties which may be appropriated by the Panchayats in that particular State ?</p>,(a)  District Planning Committees,(b)  State Finance Commission,(c)  Finance Ministry of that State,(d)  Panchayati Raj Ministry of that State,b,Easy,Fundamental(F),"<ul><li>Article 243 I: Constitution of Finance Commission to review financial position. 1) The Governor of a State shall, as soon as may be within one year from the commencement of the Constitution (Seventy-third Amendment) Act, 1992, and thereafter at the expiration of every fifth year, constitute a Finance Commission to review the financial position of the Panchayats and to make recommendations to the Governor as to- (a) the principles which should govern I. the distribution between the State and the Panchayats of the net proceeds of the taxes, duties, tolls and fees leviable by the State, which may be divided between then under this Part and the allocation between the Panchayats at all levels of their respective shares of such proceeds: II. the determination of the taxes, duties, tolls and fees which may be assigned to, or appropriated by, the Panchayats; III. the grants-in-aid to the Panchayats from the Consolidated Fund of the State; (b) the measures needed to improve the financial position of the Panchayats; (c) Any other matter referred to the Finance Commission by the Governor in the interests of sound finance of the Panchayats.</li></ul>"
2010,Economics,4,,," <p>Consider the following statements: In India, taxes on transactions in Stock Exchanges and Futures Markets are</p><ol><li>Levied by the Union</li><li>Collected by the State</li></ol><p>Which of the statements given above is/are correct ?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,a,Difficult,tFundamental(F),"<ul>
<li>Union heads of taxation includes taxes other than stamp duties on transactions in stock exchanges and futures markets (List I, Entry 90).</li>
</ul>"
2010,Economics,4,,," <p>In India, during the last decade the total cultivated land for which one of the following crops has remained more or less stagnant ?</p>",(a)  Rice,(b)  Oilseeds,(c)  Pulses,(d)  Sugarcane,c,Easy,Fundamental(F),"<ul>
<li>Area under given crops in India: Assuming area in 1981-82 = 100 2000-01 2008-09 Crops Rice 111.6 113.9 Oilseeds 123.2 145.2 Pulses 89.4 101.1 Sugarcane 152.7 155.2</li>
</ul>"
2010,Economics,4,,, <p>Consider the following statements:</p><p>1. The Union Government fixes the Statutory Minimum Price of sugarcane for each sugar season.</p><p>2. Sugar and sugarcane are Essential Commodities Act.</p><p>Which of the statements given above is/are correct ?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,c,Medium,Fundamental(F),"<ul>
<li>The central government announces a price called the Statutory Minimum Price (SMP) for sugarcane, which is liked to several factors such as cost of growing cane, alternative crops, fair price of sugar and the yield of cane (sugar content). States also announce a price called the State Advisory Price (SAP), which is usually higher than the SMP. The Essential Commodities Act, 1955 was enacted to ensure easy availability of essential commodities to the consumers and to protect them from exploitation by unscrupulous traders. Sugar and sugarcane are essential commodities under the Essential Commodities Act, 1955. Under the system of partial control on sugar, a part of the sugar produced by sugar mills is requisitioned as levy sugar and the balance is allowed to be sold as non-levy (free sale) sugar in the open market. While price of non-levy sugar is determined by the market forces, the price of levy sugar is determined by the Central Government under the provisions of sub-section (3C) of section 3 of the Essential Commodities Act, 1955.</li>
</ul>"
2010,Economics,4,,," <p>With reference to Indian economy, consider the following statements:</p><p>1. The Gross Domestic Product (GDP) has increased by four times in the last 10 years.</p><p>2. The percentage share of Public Sector in GDP has declined in the last 10 years.</p><p>Which of the statements given above is/are correct ?</p>",(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,b,Medium,Applied(A),"<ul>
<li>
		GDP in 2000-01 was Rs. 19.2 lakh crore which increased to Rs. 58 lakh crore in 2009-10. With 6.7% growth rate in 2009-10, it is nearly three times the GDP in 2000-01. With the rapid growth of the private sector after 1991, the share of public sector in GDP has gone down.</li>
</ul>
"
2010,Geography,5,,, <p>Consider the following which can be found in the ambient atmospheres:</p><p>1. Soot</p><p>2. Sulphur hexafluoride</p><p>3. Water vapour</p><p>Select the correct answer using the code given below.</p>,(a)  1 and 2 only,(b)  3 only,(c)  2 and 3 only,"(d)  1, 2 and 3 only",d,Difficult,tApplied(A),"<ul>
<li>
		Soot is a black, powdery substance that consists mainly of carbon and is formed through the incomplete combustion of wood, coal, diesel oil, or other materials. Because it absorbs energy from sunlight rather than reflecting it, soot is believed to be a cause of global warming, especially when it settles on snow and ice, reducing their reflectivity. The SF6 molecule is very reflective and contributes to the greenhouse effect. But the concentration of the gas is extremely low (0.000' 000' 000' 003 by volume). This means that the contribution of SF6 to the man-made greenhouse effect is very little, less than 0.1 percent of the total effect. Water vapour is the most important greenhouse gas. If you get a fall evening and the sky is clear, heat will escape, the temperate will drop. If there's cloud cover, the heat is trapped by water vapour and the temperature stays warm.</li>
</ul>
"
2010,International Affairs and Institutions,3,,," <p>The International Development Association, lending agency, is administered by the</p>",(a)  International Bank for Reconstruction and Development,(b)  International Fund for Agricultural Development,(c)  United Nations Development Programme,(d)  United Nations Industrial Development Organization,a,Easy,Fundamental(F),"<ul><li>The International Development Association (IDA), is the part of the World Bank that helps the world's poorest countries. It complements the World Bank's other lending arm - the International Bank for Reconstruction and Development (IBRD) - which serves middle-income countries which capital investment and advisory services. IDA was created on September 24, 1960 and is responsible for providing long-term, interest-free loans to the world’s 80 poorest countries, 39 of which are in Africa. IDA provides grants and credits with repayment periods of 35 to 40 years.</li></ul>"
2011,Science and Technology,6,,," <p>In the Union Budget 2011-12, a full exemption from the basic customs duty was extended to the bio-based asphalt (bioashphalt). What is the importance of this material?</p><p>1. Unlike traditional asphalt, bio-asphalt is not based on fossil fuels.</p><p>2. Bioasphalt can be made from non-renewable resources.</p><p>3. Bioasphalt can be made from organic waste materials.</p><p>4. It is eco-friendly to use biosphalt for surfacing of the roads.</p><p>Which of the statements given above are correct?</p>","(a) 1, 2 and 3 only","(b) 1, 3 and 4 only",(c) 2 and 4 only,"(d) 1, 2, 3 and 4",b,Medium,Applied(A),
2011,Ecology and Environment,2,,, <p>Consider the following:</p><p>1. Carbon dioxide</p><p>2. Oxides of Nitrogen</p><p>3. Oxides of Sulphur</p><p> Which of the above is/are the emission/emissions from coal combustion at thermal power plants?</p>,(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",d,Medium,Fundamental(F),
2011,Science and Technology,6,,," <p>Satellites used for telecommunication relay are kept in a geostationary orbit. A satellite is said to be in such an orbit when:</p><p>1. The orbit is geosynchronous.</p><p>2. The orbit is circular.</p><p>3. The orbit lies in the plane of the Earth’s equator.</p><p>4. The orbit is at an altitude of 22,236 km. </p><p>Select the correct answer using the codes given below.</p>","(a)  1, 2 and 3 only","(b)  1, 3 and 4 only",(c)  2 and 4 only,"(d)  1, 2, 3 and 4",a,Difficult,tFundamental(F),
2011,Economics,4,,," <p>India has experienced persistent and high food inflation in the recent past. What could be the reasons?</p><p>1. Due to a gradual switchover to the cultivation of commercial crops, the area under the cultivation of food grains has steadily decreased in the last five years by about 30%.</p><p>2. As a consequence of increasing incomes, the consumption patterns of the people have undergone a significant change.</p><p>3. The food supply chain has structural constraints. </p><p>Which of the statements given above are correct?</p>",(a)  1 and 2 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",b,Medium,Applied(A),
2011,Basic Sciences,6,,," <p>At present, scientists can determine the arrangement or relative positions of genes of DNA sequences on a chromosome. How does this knowledge benefit us?</p><p>1. It is possible to know the pedigree of livestock.</p><p>2. It is possible to understand the causes of all human diseases.</p><p>3. It is possible to develop disease-resistant animal breeds. </p><p>Which of the statements given above is/are correct?</p>",(a)  1 and 2 only,(b)  2 only,(c)  1 and 3 only,"(d)  1, 2 and 3",c,Medium,Applied(A),
2011,Economics,4,,," <p>In terms of economy, the visit by foreign nationals to witness the XIX common Wealth Games in India amounted to</p>",(a)  Export,(b)  Import,(c)  Production,(d)  Consumption,a,Medium,Fundamental(F),
2011,Science and Technology,6,,, <p>Microbial fuel cells are considered a source of sustainable energy. Why?</p><p>1. They use living organisms as catalysts to generate electricity from certain substrates.</p><p>2. They use a variety of inorganic materials as substrates.</p><p>3. They can be installed in waste water treatment plants to cleanse water and produce electricity. </p><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",c,Difficult,tApplied(A),
2011,Economics,4,,," <p>Which one of the following statements appropriately describes the ""fiscal stimulus""?</p>",(a)  It is a massive investment by the Government in manufacturing sector to ensure the supply of goods to meet the demand surge caused by rapid economic growth.,(b)  It is an intense affirmative action of the Government to boost economic activity in the country.,"(c)  It is Government""s intensive action on financial institutions to ensure disbursement of loans to agriculture and allied sectors to promote greater food production and contain food inflation.",(d)  It is an extreme affirmative action by the Government to pursue its policy of financial inclusion.,b,Medium,Fundamental(F),
2011,Ecology and Environment,2,,, <p>The formation of ozone hole in the Antarctic region has been a cause of concern. What could be the reason for the formation of this hole?</p><p> </p>,(a)  Presence of prominent tropospheric turbulence; and inflow of chlorofluorocarbons .,(b)  Presence of prominent polar front and stratospheric clouds; and inflow of chlorofluorocarbons.,(c)  Absence of polar front and stratospheric clouds; and inflow of methane and chlorofluorocarbons.,(d)  Increased temperature at polar region due to global warming.,b,Medium,Fundamental(F),
2011,Economics,4,,, <p>Consider the following actions which the government can take:</p><p>1. Devaluing the domestic currency.</p><p>2. Reduction in the export subsidy.</p><p>3. Adopting suitable policies which attract greater FDI and more funds from FIIs.</p><p>Which of the above action/actions can help in reducing the current account deficit?</p>,(a)  1 and 2,(b)  2 and 3,(c)  3  only,(d)  1 and 3,d,Medium,Applied(A),
