q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
164,"In travel through India, Fa-Hien has mentioned a hospital, it was located at-",Ujjain,Kaushambi,Tamralipti,Pataliputra,Chhattisgarh P.C.S.(Pre),2019.0,d,"Rxp) Option d $s the correct saswer,
Fa Hien, also known 09 Pa-Hien, was a Chinese Buddhist
monk and traveler who vielted [ndis between 399 and 414
CE. He was one of the first Chinese pilgrims to record bie
Joereey to Indis aod being beck Baddhist scripteres and
tells to China. He wrote « traveloges called A Record of
Buddbia Riagdom 8, which describes the geography,
cultare, religion, and sockty of Indie and other counties
he visited,
Fa Hien has weatloned 6 hospital at Patlipairs, the capital
of the Gupte Empice, which was endowed by beneveleot
chizens, Pa Hien's account of the hospital at Palliputrs Is cae
of the easliest records of a public health institotion in anctent
india. n shows the advanced level of medical science and
coctel service in Indie during the Gupta period. tte recorded
thet the hospiial was well-maintained sad hed a large
umber of beds. The patients were wrested free of charge?
Tmaportent Tips

Fa-Hiens

© Pa-Hiem was 4 Chinese pilgrim who visited Indie
duriog the period of Chandragupte IL.

«He came to Iodia for bls retiglous mission. He steyed
tn Indie for about (0 yeore, from 399 CB to 418 CB
He visiled many pligrimage places in India and Realy
observe snany places,

© According to him, Megedhe and Patalipuires were
prosperous end flourishing citles respectivtty.

+ People were living a prosperoos life and used to practice
different religions,

c Pa-Hela also mentioned the Penal code and the [mages
of Indian gods and goddesece on the coins here."
165,The author of ‘Vinaya-Patrika is-,Tulsidas,Surdas,Kabir,Keshavdasa,Chhattisgarh P.C.S.(Pre),2018.0,a,"Bap) Option a be the correct antwer, .
Taleides Is the author of Vinsya-Patrihs, « devotional por
composed In 1612 CR tt containe 279 hymas addressed to
various Hindu deities, capecially Raroa, as well as to saints,
sages, rivers, places, etc. ft is considered one of the most
personal and ereotional works of Telsides, as be expresses
hla corrows, joys, bopes, fare, and requests to God,"
166,Among the following which is a composition of Darasikoh?,Tabakat-e-Nasiri,Kitab-ul-Hind,Tahakik-e-hind,Mazzmaul! Bahainna,Chhattisgarh PCS (Pre),2018.0,d,"Exp) Option d is the correct exswer,
Mozzmeel Bebatons [ea Peralan treatin written by Dare
Shikob, the eldest son of the Mughal emperor Akber.
The tile of the trestise, Majcisal Babainas, cocons “The
Conflucace of Two Oceans"", This ls a refereace to the
coaflecnce of Hinduism and Islam, which Dara Shikoh
belleved were twe complementary paths to the same trath.
Majeaal Bahatons ts divided into twe parte. The firet part
45 @ discussion of Htade philosophy, end the sccoad part be
€ discussion of Ielamic philosophy. Dare Shikoh compares
and contrents the two philosophies, and be argues thet they
arc fandamentelly tbe came.

Important Tipe

‘Other treatise of Dore Sukob:

o Risela-S-Hebi - A Perulen trestle co Suflam, which
lscusses the concept of divioe valty.

@ Ritala-I-Sath-b-bul - A Persian trestize ow religtous
tolerance, which argues for the need for peace aad
understanding between different religions."
167,Akum and Todi is a musical instrument of which category?,Percussion instrument,String instrument,Wind instrument,None of these,Chhattisgarh P.C.S.(Pre),2018.0,c,"Exp) Option c is the correct answer,

Aknas aad Todi tsa wied mesicel lostrement that bs played

by the tribel people of Chhattisgarh. Hi le made of bamboo

tnd produces a melodions sound when blown,

Other tredittonal musical Instrements of Chbettisgach are:

+ Percussion Instruments: charhe, pulki, khefert, hieneng,
tadbudi, mageda, acidang, gethe, oaandel

© String instrumrate: ookdevan, bana, tamboora, chihare"
168,The ancient name “Nilotpala” for Mahanadi was stated in-,Matsya Puran,Markandey Puran,Brahm Puran,Vayu Puran,Chhattisgarh P.C.S.(Pre),2017.0,d,"Exp) Option d le the correct enawer,

The ancient nsine Nilotpals fer Mebanad! was stated la

Vere Paras. The word Moksuad! is « compound of the

Sanchett words Mabs (great) ond Neds (“river”). The

river flows through the etstes of Chhattlagarh and Odishe

0d 46 one of the major etvers of pealarular Lodia. bas

many Uibotaries ewch as Seonsth, Mand, Ib, Hasdeo, Keto,

Ong, parry, Jonk, end Telea, The river 1s alto known for the

Hirakod Dam, which was the first ousfor maltipurpose river

valley project after Indis's Independence Im 1947,"
169,Who is the author of Shahjahannama?,Gulbadan Begum,Shahjahan,Abdul Hamid Lahori,Inayat Khan,Chhattisgarh P.C.S.(Pre),2015.0,d,"Exp) Option d Ls the correct answer.

‘The book ‘Shebjahanzerne’ was written by ‘laoyat Khan Lo

the 17th century’ hive brief history of the Mughal Emperor

Shabjeben,"
170,Who wrote ‘“Rag-Govind’?,Mirabai,Narhari,Surdas,Raskhan,Chhattisgarh P.C.S.(Pre),2014.0,a,"Exp) Option a is the correct answer. '
Rag-Govind was written by Mirabai. She was a 16th
century Bhakti saint who was devoted to Krishna as her
true husband. Rag-Govind is a collection of devotional
songs based on the raga Govind, which is a musical mode
associated with Krishna. In this book, Mirabai describes the
various aspects of Krishna's personality, such as his beauty,
his charm, his playfulness, his compassion, his protection,
his grace, etc. She also expresses her longing for Krishna's
vision and union."
171,"The legend of Satyakam Jabal, which challenges the stigma of being an unmarried mother, is mentioned in-",Jabal Upanishad,Prashnophishad,Chhandogya Upanishad,Kathopanishad,R.A.S./R.T.S.(Pre),2016.0,c,"Exp) Option c is the correct answer. ,

The story of Satyakam Jabala appears in Fourth Chapter

of “Chandogya Upanishad’, which is part of “Chandogya

Brahmana’ of the Sama Veda.The story is about a young boy

named Satyakama who once expressed desire to his mother

Jabala to go to Rishi Gautama’s Tapovana to study and

practice Brahmacharya.

Important Tips . |

Chandogya Upanishad.

c It is one of the largest Upanishads with Eight Chapters
(Prapathakas) which contains many Khandas(sections)
including some stories as themes to gain Upanishadic
knowledge.

c This Upanishad is placed in the 9th position in the list
of Ten Principal Upanishads.

+ The name of the Upanishad is derived from the word
“Chanda” (Rhythm~ poetic meter).

e This Upanishad directly deals with the true nature of
Brahman or the Supreme Self."
172,"Which of the following Sanskrit works has taken up their theme from the Mahabharata?
Select the correct answer from the codes given below:
1.Naishdhiyacharita
2.Kiratarjuniyam
3.Sisupalavadha4.Dasakumaracharita
Code:",2 and 3,"2, 3 and 4",land 3,"1,2 and 3",R.A.S./R.T.S.(Pre),2016.0,d,"Exp) Option d is the correct answer.

* Naishadhiyacharita is a Sanskrit. epic poem by
Sriharsha that narrates the story of Nala and Damayanti,
which is a part of the Vana Parva of the Mahabharata.

c Kiratarjuniyam is a Sanskrit epic poem by Bharavi that
narrates the combat between Arjuna and Lord Shiva in
the guise of a hunter, which is a part of the Aranya Parva _

of the Mahabharata. «©

»  Sisupalavadha is a Sanskrit epic poem by Magha
that describes the slaying of Sisupala by Krishna at
Yudhishthira’s Rajasuya sacrifice, which is a part of the
Sabha Parva of the Mahabharata.

c Dasakumaracharita is a Sanskrit prose work by Dandin
that tells the adventures of ten young princes, which is
not related to the Mahabharata. ~ . :"
173,Which of the following pairs is correctly matched?,Pandit Bhavbhatta : Sangeetraja,Ustad Chand Khan :  Ragachandrika,Pundrik Vitala : Raagmala,Kumbha : Ragakalpadrum,R.A.S./R.T.S.(Pre),2016.0,c,"Exp) Option c is the correct answer. 7

Pundarika Vittala was a musician of the 16th century AD.

He was born at Satanurva village near Shivaganga Hills in the

South Indian state of Karnataka.

His works on music:

« Sadragacandrodayam

« Nartananimayam .

» Raagmala , .

« Ragamanja .

Important Tips

« Pandit Bhavbhatt, who was employed in the Court of
Raja Anup Singh of Bikaner, wrote three books namely,
‘Anup Sangeet Vilas, ‘Anup Sangeet Ratnakar’ and
‘Anupankush’ on the Hindustani system of music.
e« Maharana Kumbha wrote a treatise on music called
e« Sangeet Raj
e« Sangeet Mimansa
e Sangeet Ratnakar
e Shudprabandha

« Ustad Chand Khan was doyen of the Delhi Gharana of
Hindustani Music,"
174,"The Persian translation of Mahabharata,which was done in the 16th century iscalfed-",Alamgirnama,Razmanama,Hamzanama,Badshahnama,R.A.S./R.T.S.(Pre),2016.0,b,"Exp) Option b is the correct answer.

Razmnama means “book of war” and it is a Persian

translation of the Sanskrit epic Mahabharata,

commissioned by the Mughal Emperor Akbar. Akbar was a

great patron of arts and culture, and he wanted to learn about

the ancient Indian history and philosophy. He established a

translation bureau in his new capital at Fatehpur Sikri, where

he invited scholars from different religions and regions to

translate various Sanskrit texts into Persian, which was the

official language of his court.

. Important Tips

Alamgirnama was a court history of Emperor Aurangzeb
written by Mirza Muhammad Kazim. It covered the first
ten years of Aurangzeb’s reign, from 1658 to 1668.
Hamzanama an enormous illustrated manuscript,
now fragmentary, of the Persian epic Hamzanama
commissioned by the Mughal emperor Akbar around 1562.
It is considered a masterpiece of Mughal art.
Badshahnama was a court history of Emperor Shah Jahan
written by Abdul Hamid Lahori and Muhammad Waris. It
covered the first twenty yéars of Shah Jahan’s reign, from
1628 to 1648. _"
175,"In which of the following texts the listof the sixteen great state(ShodashaMahajanapadas) of ancient India occur?Select the correct answer from the codegiven below: 
1.Arthashastra
2.Anguttara Nikaya
3.Digha Nikaya
4.Bhagavati Sutra
Code:",2and 4,"2,3 and 4",land 2,"1, 2 and 3",R.A.S./R.T.S.(Pre),2016.0,a,"Exp) Option a is the correct answer.

c Option 1 is incorrect: Arthashastra was a detailed treatise
on administration written by Chanakya. It contains
details about the administrative system, political system,
defence strategies and economic policies of the Mauryan
Empire under Chandragupta’s reign. It does not mention
about 16 Mahajanpads.

« Option 2 is correct: Anguttara Nikaya describes 16
Mahajanapadas. It is a Buddhist scripture, which is the
fourth of the five Nikayas or collections in the Sutta
Pitaka.

* Option 3 ts imorrect: Boddblst text the Dighs Nikaya
mentions 12 Mahejenepsdas (wet 16 Mehejanapedes)
end four of them which are ned past of this book were
Assaka, Avant, Gandhare, and Kamboja.

« Option 4 is correct: Tae Bhagwet! Sutra ts a Jala text
Uhat describes the life end teachings of Mahevire, the
‘24th Tirthankere of falolem. It also describes the 16
Mahejenepedes, which were the 16 moet powsrfal and
prosperous Klngdome la eaclent Indie. However, the
Mahajanpade given in this text Le alighuy differest Crom
the 16 Mabojanpods given tn the Anguttara Nikeye."
176,"Match List-I with List-II and select the correct answer using the codes given below thelists:
List-I)(Book)            List-II(Author)
A.Alamgir Nama                1.Muitamad Khan
B.Tabaqat-i-Akbari            2.Munshi Mohd.Qazim
C.Chahar Chaman               3.Chandrabhan Barahman
D.Iqbal Nama-i-Jahangiri      4.Nizamuddin Ahmad

Code: ABCD",1 3 4 2,3 2 1 4,4 1 2 3,2 4 3 1,RAS/RTS (Pre),2013.0,d,"Exp) Option 4 te the correct enswer,

‘The correct palrs are A-2, B-4, C-3, D-1,

Alamgiz camah the coart history of Emperor Aurangsed.

(1688-1767) weitten by Mircea Mehemmad Kazicn.

Following the tradition of the Mughal emperors from the

time of Akbar, Acrangzed ordered bis court historian Mina

Mohammed Kealm to record and compile the history of his

reigo.

Nizaweddia Ahmed wes a Mesim bistorisa of bute

racdi¢val India. He was con of Mahammad Muqia-b

Harawt, He was Akbar’s Mis Bakhsh His work, the Tabaqat-

S-Akberl, is a comprehensive work oo general history

covering the time from the Ghaznevids up to the 38th pear

of Akbers reign.

Chabar-Chamen wes writtes by Chenderbohen Brahman.

He We calted os ‘the Peralen-kaowing Hinde’, His complete

works lnclude hyric poems and quetraios.

Iqbsl necma-t Ishengirt, written by Moteodd Khea, He wes

In the court of Mughel Beoperor Jobangiz."
177,The ‘Ashtadiggajas’ were associated withwhich of the following rulers?,Shivaji,Krishnadeva Raya,Rajendra-I,Yashovarman,R.A.S./R.T.S.(Pre),2010.0,b,"Brp) Option b ls the correct auewer.

‘The Asbtedizgefes were eight Teluge poets who were

patronized by Krishnadeva Raya, the greatest ruler of the

Vijeyanagere Empire, The poets were Allasan! Peddane,

Neod! Thimimene, Pingell Sarane, Dhusjet!, Remareje

Bhesbenady, Teneli Rome Krishas, ond Medeyyogert

MalJlans. The Asbisdiggajes were keows for thelr literary

skills, and they produced some of the Maest works of Teloga

Uteratore."
178,The book “Jiz Muhammad Shahi” related toknowledge of Astrology produced in 1773 iswritten by:,Darbar Jaswant Singh of Jodhpur,Raja Bharmal of Amber,Swai Jai Singh of Jaipur,Maharana Amar Singh of Udaipur,R.A.S./R.T.S.(Pre),2007.0,c,"Rrp) Option ts the correct easwer,

‘The book ‘jis Muhammad Shebi’ related to knowledge of

Actrology wes written by Sawol Jel Singh of Jeipwe. Jit te

the genesie oame epplied to [semi astrosomice] books thet

tabulate pecameters used for astronomical calculations of the
positions of the Sun, ricon, eters, and planets,"
179,"“Nagananda’,‘Ratnavali’ and ‘Priyadarshika’was written by:",Bana Bhatta,Vishakha Datta,Vatsyayan,Harshavardhana,R.A.S./R.T.S.(Pre),1999.0,d,"B2p) Option d ts the correct enswer,

Harshevardbsee was o bing of the Vardhana dynasty, who

ruled over northere Ladia from 606 to 647 CR He was also

a patros of arts and Utesature, and he wrote three Sanskrit

plays: Negenands, Retoavall, and Priyedarebike.

+ Nageneada is 4 play im five acts that depicts the self.
secrifice of Jloutavahana, « prince of the Vidyadberes,
whe offers his body to save a enake from being eaten by
Garuda, the king of birds,

« Ratnevall and Priyadarchike are boib asukes, or
romamic comedies, tbat deel with the love affairs of King
Udeyene with Rataevali, the daughter of the king of Set
Lanks, and Priyadershike, the danghter of a ecighboring
king.

Hanhavardhane’s plays ert infloenced by Kalidass’s works,

eapeclelly Malavikagnimiteass, eed they show bis mastery

of Sasthrit Sengosge and poetic devices, Herthevardhons’s
plays are considered a4 examples of classical Sanskrit drama,
and they bave been praised by later critics and dramatists,"
180,The composer of ‘Kirti-Stamba Prashasti’was- (R.A.S./R.T.S.(Pre) 1999],Somdeva,Jaita,Napa,Atri Kavi,,,d,".

Bxp) Optton d ts the correct answer.

Kirttstambh, of Tower of Pome, was bullt in the Solanki

erchitectoral ctyle. Kirti Stambb lo 6 I2ih-century tower

bull by 6 Jase coetchont Jia]! Bhogerwala during the reign of

Revs Kumbhs. The mato purpose bebind t12 commlusion was

to glorify Jalninm. Atri Kavt end his son Mabech compoted

the Preshestl of Kirti Stambhe."
181,Father of new Persian poetry style ‘Sabak-e-Hind?’ or ‘Hindustani style’ was:,Ziyauddin Barani,Afiq,Isami,Amir Khusrau,R.A.S./R.T.S(Pre),1999.0,d,"Exp) Optice d be tbe cocrect answer.

Amie Khesree wes 0 Sof weeklies, writer, port, and

ocholar daring the Delhi Sultanate period. He ts credited

with introducing Pereo-Arabic regas hike Gore and Senam
lato India. Aratr Khusro also created 2 mew Literary atyle in

Periian, which came to be known a1 Sabeq-e-Hindl."
182,‘Radha Govind Sangeet Sar’ the renownedclassical music composition is the creationof-,Devarshi Bhatt Brajpal,Sawai Pratap Singh,Hiranand Vyas,Chatur Lal Sen,R.AS./R.T.S.(Pre),1999.0,a,"Exp) Option 0 ts the correct anewer,

Redha Govind Sangeet Sar ly s collection of classical masic

compositions le the Hevell Sangeet Lredition, which Is 0

form of devotions) music anoctated with the Poshtl Marg

tact of Velshaavisw. It was composed by Devarshl Bhatt

Brajpal under the petronsge of Sawai Protep Singh.

Devarshi Bhatt Brojpel was one of the efght ports of

Athtechhap, and the author of Recha Govind Sangeet

Sas, He was also known as Kambhan Das, apd wes bora

in Rurbholgerh, Rejesthan, im the 16th century, He war

devotee of Loed Krishna, and compored songs la praise of

Dis divine love with Radha."
183,Which among the following musicalinstruments is the finest example of Hindu-Muslim harmony in musical instruments?,Veena,Dholak,Sarangi,Sitar,RA.S./R.T.S.(Pre),1999.0,d,"Erp) Option d le the correct aarwer,

Amir Khasren emerged ase greet mocicion in the Seltanate

peried. He tovented ‘Sitar’ with a combination of Leal

‘Tambor end Indian Veena. He combierd some Indian aod

Perulan melodies elegantly and introdaced some new coctody

etyles Uke Iman, Zilf, and Sejgeri, etc. Thus Shar ts facet

example of Hindu-Motlia harmony ts musical Insirumcots."
184,Which among the following languages was patronized by Sultans of Delhi?,Arabic,Turki,Persian,Urdu,R.A.S./R.T.S.(Pre),1994.0,c,"Exp) Option c is the correct answer.

The Delhi Sultanate literature began with the rise of Persian

speaking people to the throne of the Sultanate of Delhi,

naturally resulted in the spread of the Persian language in

India. It was the official language and soon literary works in

the language began to appear. Tarikh and Tawarikh, sources

of information on Delhi Sultans, were written in Persian, It

was also the language for administration. During the Delhi

Sultanate many important works were written in Persian,

including the Tabaqat-i-Nasiri by Minhaj-i-Siraj and the

Fatawa-i-Jahandari by Zia-ud-din Barani."
185,The author of the ‘Raga Kallpadrum’ is-,Radhakrishnan,Krishnanand Vyas,Rana Hammir,Maharana Kumbha,R.A.S./R.T.S.(Pre),1992.0,b,"Exp) Option b is the correct answer.

The author of the ‘Raga Kallpadram’ is Krishnanand Vyas,

This book is an encyclopedia of Indian music comprising

popular Sanskrit, Hindi, Gujrati, Karnatic, Telugu, Tamil,

Bengali, Uriya, Arabic, Persian, Peguan, and various songs

of the different dialect of Rajputana as well as some ancient

English songs."
186,The religious text which explains about the eight different phases of agriculture works:,Avdanashataka,Aryamanjushrimulakalpa,Milindapanho,Deepavansa,Uttarakhand PCS (Pre),2021.0,c,"Exp) Option c is the correct answer.

Milindapanho contained information about eight different

stages of agricultural operations right from removing

weeds from the field to the final harvesting and winnowing

of crops, Milindapafho (lit. ‘Questions of Milinda’) is a

Buddhist text which dates from sometime between 100 BC

and 200 AD. It purports to record a dialogue between the

Buddhist sage Nagasena, and Indo-Greek king Menander I.
Important Tips

« The Avadanagataka or “Century of Noble Deeds
(Avadana)” is an anthology in Sanskrit of one hundred
Buddhist legends.

« The Aryamanjushrimulakalpa (The Noble Root |
Manual of the Rites of Mafijugri) is a Mahayana sitra |
and a Mantrayana ritual manual (kalpa) affiliated with |
the bodhisattva of wisdom, Mafjuéri.

+ The Dipavamsa (Pali: “History of the Island”) is the
oldest extant historical record of Sri Lanka, compiled
in the 4th century ee"
187,Who among the following wrote the book ‘Khazain-ul-Futul’?,Hasan Nizami,Amir Khusrau,Minhas-us-Siraj,Ziauddin Barni,Uttarakhand P.C.S.(Pre),2021.0,b,"Exp) Option b is the correct answer.

Amit Khusrau (1253-1325) was a Sufi musician, poet and
scholar from the Indian subcontinent. Khusrau wrote the
Khazain-Ul-Futuh (The Treasures of Victory) recording
Alauddin Khalji’s conquests in the South. He also mentions
Alauddin’s construction works, wars and administrative
services, He then composed a Khamsa (quintet) with
five masnavis, known as Khamsa-e-Khusrow (Khamsa of
Khusrow), completing it in 1298,

Important Tips.

Hasan Nizami

» “Hasan Nizami” was the court poets of Qutb-ud-din
Aybak.

« Hasan Nizami was a Persian language poet and
historian

« He wrote a book on Sri Krishna called Krishna Beeti.

| « He went on a pilgrimage to the holy places of the

| Hindus in the attire of a sadhu, and also wrote an
account of his pilgrimage entitled Teerth Yatra which
remained unpublished for some reason.

c He also studied the philosophy of Vedanta as a liberal |
human being.

* After his critical readings of the lives, ways, and
teachings of Sri Ramchandraji, Sri Krishna ji, and
Mahatma Buddha, he proclaimed that their lives and
teachings clearly corresponded with those of Hazrat
Ibraheem, Hazrat Isa, and hazrat Musa and they
propagated the same knowledge which is often referred |
to in the Holy Quran. a |"
188,Which ancient Indian book has been translated into 15 (fifteen) Indian and 40 (forty) foreign languages?,Hitopadesha,Panchatantra,Katha Saritsagar,Shakuntala,Uttarakhand P.C.S.(Pre),2010.0,b,"Exp) Option b is the correct answer.

The Panchatantra is one of the most widely translated
works of Indian literature. It has been translated into 15
Indian languages, such as Hindi, Bengali, Gujarati, Marathi,
Tamil, Telugu, Kannada, Malayalam, etc., and 40 foreign
languages, such as Arabic, Persian, Greek, Latin, English,
French, German, Spanish, Italian, Russian, Chinese,
Japanese, etc.

["" Important Tips -

+ Panchatantra is a collection of ancient Indian fables
that teach moral and practical lessons through stories
of animals and humans.

+ The Panchatantra is attributed to Vishnu Sharma, a
sage and teacher who composed the stories to educate
the sons of a king.

« The Panchatantra is divided into five books, each
containing a frame story and several sub-stories."
189,"‘Lilavati? a treatise on Mathematics, was written by—",Ramanuj,Kautilya,Amartya Sen,Bhaskaracharya,Uttarakhand P.C.S.(Pre),2010.0,d,"Exp) Option d is the correct answer.

Bhaskaracharya, also known as Bhaskara II, was a 12th-
century mathematician and astronomer who wrote
several works on mathematics and astronomy, such as the
Siddhantasiromani and the Lilavati. Lilavati is a Sanskrit-
language work on mathematics that covers various topics
such as arithmetic, algebra, geometry, trigonometry, and
mensuration. The work is named after Bhaskaracharya’s
daughter Lilavati, who was also interested in mathematics.
The work contains many problems and solutions on various
mathematical topics, such as fractions, decimals, ratios,
proportions, permutations, combinations, progressions,
equations, etc."
190,The famous historian who visited India with Mahmud of Ghazni was-,Ferishta,Al-Beruni,Afif,Ibn Battuta,Uttarakhand P.C.S.(Pre),2010.0,b,"Bap) Option b ts the correct answer.
‘The famous historian who visited Indie with Mehmed
of Ghetal was Al-Berval. Al-Biranl, alto known as Abe
Rayhan Mubemaned iba Ahmad Al-Bireni, was 0 rcoowned
Pervian scholar, bietortan, end polymath. He accompanied
Mebraud of Ghazal duriog his tavacions fate India Ja the
1ith ceatery. Al-Bironl made sigalficant contributions to
the soderstanding ef ledlon caltare, religion, and society
through hls extensive observations and writings, lacluding
bls famous work “Tehqiq-t-Hind™
Important Tipe
« Pietebta (1570-2620) was Persian binterten active
ta the Deccan Sultenate’s coert, otebly Ibrabia Ad
Shah Il, His week *Terikh-b-Piriehte” encocmpasces,
Tadles history, focusing om dynestios and regions.
Ahbough bis Ottoman origto claim for Yusof Adil
Shab is debated, ly account cemaing vebusble.
Fictshes’s extensive historical work bolds boslghts toto
Indias past, contributing significantly to historical
understanding.
« Shams-lSirej Afif, a premloeat pect im Pirox
‘Tvgblog’s court, setbered “Tortkh-e-Fires Sbshi”
im Ove cections, This extensive work eoruiculously
chroatcles Plros Tughlag’s reign, serving os 0 vitel
historical docoment of the era."
191,“Jagar” is a form of God worship ritual prevalent in:,Madhya Pradesh,Uttarakhand,Haryana,Assam,Uttarakhand P.C.S.(Pre),2006.0,b,"Bxp} Optlon b ts the correct answer.
Jager be 0 foras of folk mvele and ritual that Is prevalent
tn the Kamaon aod Garhwal regions of Uttarakhand Jeger
errane “to ewakea” oF “to tovoke” in the focal languages.
Jagar te performed to worship and appease varioas deiticn,
aacestors, and eplrite of the Himalayan region, who ere
Delieved te protect and blew the people lager te alto
performed to seek solutions for various prodlecas, auch os
Glseaces, conflicts, ootural calamitien and social issues."
192,Who of the following compiled “Adi Granth or Guru Granth Saheb”?,Guru Nanak Dev,Guru Tegh Bahadur,Guru Gobind Singh,Guru Arjun Dev,Uttarakhand P.C.S.(Pre),2005.0,d,"Exp) Option dle the correct answer,
The Adi Greath or Gure Granth Sabib te the mest
Important scripture tn the Sikh religion. The fire versioa
of the book was compiled by the Sth Sikh Guru Arjan Dev at
Amritese ba 1604 CB.
Important Tipe
Adi Granth
+ be contains the potaas of the first five Gurus Nanak,
Angod, Amer Das, Ram des, and Arfus.
© Poeme by ssints Like Kabis, Namdey, Trllochan Sein,
Revidas, and Jaldey ave alzo Incorporated In the Adi
Grab.
The Script used tn the Adi Granth be Guremuthi,"
193,The Upanishads were translated into Persian by Dara Shikoh under the title:,Al-Fihrist,Kitab-ul-Bayan,Majma-ul-Bahrain,Sirr-i-Akbar,U.P.Lower Sub.(Spl) (Pre),2004.0,d,"Exp) Option le the correct enewer,

Dara Shikob, the eldest son of Mughel Emperor Shab Jahon,

‘tendertook 0 acteble echolarty eadeavor by translating 58

Upsatsheds from Sanchrit into Perelan, alming to bridge

the gop between Islomi< ond Hindu philosophies for Maslinn

scholars. Hla translstion widely knows a6 the “Sirr-i-

Akbar” stands a2 2 testameat to his efforta. Dace Shikohs

epirtrust exploration in search of common mystical elements

Detwren these two faiths was 0 persistent parsult, motivated

by Bie quest to identify monotheistic sopects within

Hiede philosophy. Thie deepened his coanection to the

Upanishads, which be diligently studied with the guidance

of echolors fross Beneres, His profocad work culminated La

the completion of this elgnificant book in 1687, marking a

milestone Ln his intellectual legacy,

Important Tips
News of the ewslation
Upanisheds Sirr-b-Akbae (The Great
Secret)
Zekhirat-a)-Mulvk (The
‘Treapare of Kings)
lehq Nemo (The Book of
Love)
‘Makhzas-al-Asrar (The
Storehouse of Secrets}
Penchatantre Kalitah we Dimoeh (The
Pebles of Sidpai)
Hideyat-ol-tkhwan (The
Guldance of the Brethren)"
194,"Match List-I with List-II and select the correct answer using the codes given below thelists:
List-I(Compositions) List-I(Subject)
A.Ashtanga-Samgraha      1.Play
B.Das rupaka             2.Grammar
C.Lilavati               3.Maths
D.Mahabhasya             4.Medical
Code: 

ABCD",3 2 1 4,4 1 3 2,2 3 4 1,1 4 2 3,UP Lower (Pre),2002.0,b,"Esp) Option b ts the correct azswer,

© Avhtange-Samgrabs fe 0 Senetrtt-language work on
Apurveda, the anckeat Indien system of medicine. It
wae written by Vagbhata, a Pth-centory physician and
scholar. The work is 6 conctsr and sysiemetic summary
of the teachings of Chareke end Sashrute, the two main
suthortiles of Ayurveda.

o Desarupaka (‘The Ten Types of Drarua’) ls 0 Senekeit-
language restive co dramatosgy. the ert of composing
and stagiag pleys. it was written by Dheneojeyn, 8
1Oth-ceotary post and critic. The work ls based on ihe
earlier work of Bharata Munl, the Natyashastra, which
la considered a2 the foundethonel text of Indian clessical
drama.

© Lilevetd (s 0 Senskeit-language work on methematics,
written by Bhaskare Il, @ 12th-ceatury mathemelkisn
and astronomer, The work je part of his larger trestice
called Siddhentestromans which covers various topics
such af avithasetic, elgedra, geometry, trlgoooonctiry, and
astronomy.

« Mababhasya is 0 Sanckrit-language work of grammer,
written by Patanjell, «@ 2nd-cemtury BCE scholar
and philosopher. The work ls o commentary om the
Ashtedhyeyl, which ts the foundational text of Sensket

grammar, composed by Panini, a 6th or 5th-century BCE
grammarian."
195,"Match List-I with List-II and select the correct answer using the codes given below the lists:
List-I             List-II 
A.Sarvavarma      l.Mitakshara 
B.Sudraka         2.Rajtarangini
C.Vigyaneshwara   3.Mrichchhakatikam
D.Kalhana         4.Katantra
Code: 
A B C D",3 4 2 1,4 3 1 2,2 1 4 3,4 2 1 3,UP Lower Sub.(Spl) (Pre),2002.0,b,"Exp) Option b is the correct answer.

« Sarvavarman was a 6th-century grammarian who wrote
the Katantra, a treatise on Sanskrit grammar. The work
is a simplified and concise version of the Ashtadhyayi,
the foundational text of Sanskrit grammar, composed by
Panini. ,

c Sudraka wasa playwright who wrote the Mrichchhakatika,
a Sanskrit-language play. The play is a romantic comedy
that depicts the love story of Charudatta, a poor Brahmin,
and Vasantasena, a rich courtesan.

+ Vijnaneshvara was a 12th-century jurist. He wrote the
Mitakshara, a commentary on the Yajnavalkya Smriti. It
is a Sanskrit-language law book attributed to Yajnavalkya,
an ancient sage and lawgiver.

« Kalhana was a 12th-century historian who wrote the
Rajatarangini, a Sanskrit-language chronicle of the kings
of Kashmir."
196,Who has written the ‘Harshacharita’?,Aryabhatta,Banabhatta,Vishnugupta,Parimalgupta,47th B.P.S.C.(Pre),2005.0,b,"Exp) Option b is the correct answer.

Banabhatta was a court poet and biographer of Harsha.

Banabhatta wrote the Harshacharita, which is a Sanskrit

prose work that narrates the life and achievements of Harsha.

The Harshacharita is one of the most important sources of

Indian history and culture for the 6th and 7th centuries CE .

| Important Tips

+ Vishnugupta: Vishnugupta was the last known ruler of
the Gupta dynasty, who reigned from 540 CE to 550
CE. He was the son and successor of Kumaragupta ITI,
who had lost most of the Gupta empire to the Huna
invaders. Vishnugupta tried to restore the Gupta glory
by fighting against the Hunas, but he was unsuccessful.

c Parimalgupta: Parimalgupta was a ruler of the Later
Gupta dynasty, who ruled from 560 CE to 580 CE.
He was the son and successor of Adityasena, who had
revived the Later Gupta power in Magadha after a
period of decline."
