Q. No,Question_HTML,Option_A,Option_B,Option_C,Option_D,Subject,Correct Option,Difficulty Level,Nature,Explanation_HTML
11," <p>With reference to the cultural history of India, which one of the following is the correct description of the term paramitas? </p>",(a) The earliest Dharmashastra texts written in aphoristic (sutra) style,(b) Philosophical schools that did not accept the authority of Vedas,(c) Perfections whose attainment led to the Bodhisattva path,(d) Powerful merchant guilds of early Medieval South India,History (Ancient India),c,Medium,Fundamental(F),"<ul data-mce-style=""list-style-type: circle;"" style=""list-style-type: circle;""><li>The Fourth Noble Truth, the Noble Eightfold Path, gives what the Buddhist pilgrim (or practitioner) has to practice, and the path which he has to follow, to achieve Enlightenment and realize Nibbana. <strong>There is a parallel path which consists of perfecting certain qualities, which leads the pilgrim to becoming a Samma Sambuddha, a self Enlightened Universal Buddha.</strong> The qualities are called the <strong>Paramis (perfections) in the Southern traditions and the</strong> <strong>Paramitas in the Eastern and Northern traditions.</strong> The elements of the Noble Path and the Paramis are similar.<strong> Hence option (c) is the correct answer.</strong></li><li><strong>The ten Paramis are:</strong><ul><li>Generosity - giving help and benefit to other living beings</li><li>Morality - live an ethical life</li><li>Renunciation - renounce worldly pleasures</li><li>Wisdom - achieve a right understanding of life and the world</li><li>Energy - persistent effort and not being discouraged by failures</li><li>Patience - patiently accept life’s ups and downs</li><li>Truthfulness - honesty and truthfulness in all things</li><li>Determination - unwavering determination to progress on the path</li><li>Loving-kindness - show benevolence and compassion to all things</li><li>Equanimity - develop a perfect mental equilibrium.</li></ul></li><li><strong>The ten Paramitas of the Eastern and Northern traditions are;</strong><ul><li>Generosity Morality Patience Energy Meditation Wisdom Skillful means</li><li>Resolution Power Knowledge Despite slight differences in the wording, the two sets of qualities are similar.</li></ul></li></ul>"
12," <p>In the context of Indian history, the Rakhmabai case of 1884 revolved around</p><p>1. women's right to gain education</p><p>2. age of consent</p><p>3. restitution of conjugal rights</p><p>Select the correct answer using the code given below: </p>",(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",History (Modern India),b,Difficult,tFundamental(F),"<ul><li>Dr. Rakhmabai Bhikaji was a pioneer in the field of medicine and women’s rights in the 19th century. Her efforts to be granted the right to choose was instrumental in <strong>raising the age of consent for women in 1891</strong>. She went on to study in the London school of Medicine for Women in 1889. When she came back to India to work in a hospital in 1894, she became India’s first practicing lady doctor.</li><li>Rakhmabai got married at 11-years of age to the 19-year old Dadaji Bhikaji. As was convention at the time, she stayed at her parents house, this was the time she spent in educating herself under the guidance of her stepfather. When Rakhmabai was still in school, her husband, Dadaji, insisted that Rakhmabai come and live with him in his house. Rakhmabai, not one to blindly follow convention, refused. Dadaji soon filed a petition in the court of law. Early in 1884, one of India’s most influential and publicized trials began. Rukhmabai asked ‘freedom’ from her nonconsensual marriage, seeking a legal divorce. Her stand gave rise to a nation-wide debate over infant and non-consensual marriage. The legal and social controversies provoked <strong>by the case revolved round notions of colonial law, marriage and conjugality, and the prospect of state intervention.</strong> For the first time, the social orthodoxy, which had so far resisted state intervention in ‘family’ and ‘religion’, appealed to colonial law to discipline the disobedient wife.</li><li>Behramji Malabari and Pandita Ramabai came to her defense and formed the Rakhmabai Defense Committee. The case spanned 4 years until Dadaji was “compensated” in 1888, outside of court.</li><li><strong>Hence option (b) is the correct answer.</strong></li></ul>"
13, <p>Indigo cultivation in India declined by the beginning of the 20th century because of </p>,(a) peasant resistance to the oppressive conduct of planters,(b) its unprofitability in the world market because of new inventions,(c) national leaders' opposition to the cultivation of indigo,(d) Government control over the planters,History (Modern India),b,Medium,Fundamental(F),"<ul><li>Indigo, the blue dye, was extracted from plants in ancient times, some 5000-6000 years ago (3000-4000 BCE), both in the Old (Asia, Africa and Europe) and New (Americas) Worlds. It got its name Indigo, because it reached Europe from Indus Valley, India and later from other parts of India by the Portuguese and other European sailors. It was commercially encouraged and traded by the British, firstly by the cultivation of indigo plant and production of the dye in South Carolina, USA in mid18th century, which was then a British colony. However, this stopped after the British colonies in USA gained their freedom after American Revolutionary War (1775-1783). It was then that British East India Company (BEIC) started its production in Bengal and part of the current Bihar states of India and continued it until the second decade of 20th century. The Company looked for ways to expand the area under indigo cultivation in India. From the last decades of the eighteenth century, indigo cultivation in Bengal rapidly expanded. Only about 30% of indigo imported to Britain in 1788 was from India. This figure went up to 95% by 1810.</li><li>Commercial agents and officials of the Company began investing in indigo production to increase their profit. Many Company officials even left their jobs to look after their indigo business. Many people from Scotland and England came to India and became planters; to grab the opportunity. The Company and banks were giving loans for indigo cultivation at that time.</li><li><strong>Thus, indigo</strong> crop has been associated with and created quite a bit of history. Faced by high prices charged by the British traders for indigo dye, German chemists had already started their search for making synthetic indigo and Adolf Baeyer succeeded in synthesizing it in 1882. This was followed by research by other German chemists, namely, Johannes Pfleger and Karl Heumann in the first decade of 20th century. <strong>The synthetic dye was much cheaper and blew the final blow to the natural plant produced indigo dye and indigo crop became a part of history.</strong> Now most of the indigo dye used world-over is made synthetically.</li></ul>"
14, <p>Wellesley established the Fort William College at Calcutta because </p>,(a) he was asked by the Board of Directors at London to do so,(b) he wanted to revive interest in oriental learning in India,(c) he wanted to provide William Carey and his associates with employment,(d) he wanted to train British civilians for administrative purpose in India,History (Modern India),d,Easy,Fundamental(F),"<ul><li>Fort William College was established on 18 August 1800 by Lord Richard Wellesley (d. 1837), Governor General of Bengal, in order to provide instruction in the vernacular languages of India to the civil and military officials of the East India Company. It was named after King William III of England. The purposes were multi folded: <strong>fostering of Indian languages and making the British officials to be familiar with the local languages, etc. so that their administrative work would become easier as it involved interaction with the Indian natives.</strong></li><li><strong>Hence option (d) is the correct answer.</strong></li></ul>"
15," <p>With reference to the history of India, ""Ulgulan"" or the Great Tumult is the description of which of the following events? </p>",(a) The Revolt of 1857,(b) The Mappila Rebellion of 1921,(c) The Indigo Revolt of 1859 – 60,(d) Birsa Munda's Revolt of 1899-1900,History (Modern India),d,Easy,Fundamental(F),"<ul><li>Munda Rebellion is one of the prominent 19th century tribal rebellions in the subcontinent. Birsa Munda led this movement in the region south of Ranchi in 1899-1900. the ulgulan, meaning 'Great Tumult', sought to establish Munda Raj and independence. The Mundas traditionally enjoyed a preferential rent rate as the khuntkattidar or the original clearer of the forest. But in course of the 19th century they had seen this khuntkatti land system being eroded by the jagirdars and thikadars coming as merchants and moneylenders.</li><li>The government attempted to redress the grievances of the Mundas through the survey and settlement operations of 1902-10. The Chhotanagpur Tenancy Act of 1908 provided some recognition to their khuntkatti rights and banned beth begari. Chhotanagpur tribals won a degree of legal protection for their land rights.</li></ul>"
16," <p>With reference to the scholars/litterateurs of ancient India, consider the following statements:</p><p>1. Panini is associated with Pushyamitra Shunga.</p><p>2. Amarasimha is associated with Harshavardhana.</p><p>3. Kalidasa is associated with Chandra Gupta-II.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 and 2 only,(b) 2 and 3 only,(c) 3 only,"(d) 1, 2 and 3",History (Ancient India),c,Medium,Fundamental(F),"<ul><li><strong>Paṇini</strong> (4th century BCE or “6th to 5th century BCE”) was an ancient Sanskrit grammarian and a revered scholar in ancient India. Considered the father of linguistics, Paṇini likely lived in the northwest Indian subcontinent during the Mahajanapada era. <strong>Hence statement 1 is not correct.</strong></li><li><strong>Pushyamitra Sunga (185 BC TO 151 BC):</strong> Pushyamitra Shunga was the founder and first ruler of the Shunga Empire in East India. He was a follower of Hinduism. Pushyamitra was originally a Senapati ""General"" of the Maurya Empire. In 185 BCE he assassinated the last Mauryan Emperor, Brihadratha Maurya, during an army review, and proclaimed himself emperor.</li><li><strong>Chandragupta II</strong>, also called Vikramaditya, powerful emperor (reigned c. 380–c. 415 ce) of northern India. He was the son of Samudra Gupta and grandson of Chandragupta I. During his reign, art, architecture, and sculpture flourished, and the cultural development of ancient India reached its climax. Chandragupta-II was known for his deep interest in art and culture and nine gems or Navratna adorned his court.</li></ul><ul><li>The group comprised of<ul><li>Kalidasa</li><li>Vetala Bhatta</li><li>Varahamihira</li><li>Vararuchi</li><li><strong>Amarasimha. Hence statement 2 is not correct.</strong></li><li>Dhanvantari</li><li>kshapanak</li><li>Shanku</li><li>Ghatakarpura</li></ul></li><li>Kalidasa was a famous Sanskrit writer and poet in the court of Chandragupta II (Vikramaditya). <strong>Hence statement 3 is correct.</strong></li></ul>"
17," <p>In the context of the recent advancements in human reproductive technology, ""Pronuclear Transfer"" is used for </p>",(a) fertilization of egg in vitro by the donor sperm,(b) genetic modification of sperm producing cells,(c) development of stem cells into functional embryos,(d) prevention of mitochondrial diseases in offspring,Science And Technology,d,Difficult,tCurrent Affairs(CA),"<ul><li><strong>A pronucleus (plural: pronuclei) is the nucleus of a sperm or an egg cell during the process of fertilization.</strong> Pronuclear Transfer is used in mitochondrial transfer techniques. The pronuclear transfer is the transfer of pronuclei from one zygote to another. This technique first requires fertilization of a healthy donated egg <strong>(provided by the mitochondrial donor)</strong> with the intending male parent sperm. Simultaneously, the intending mother's affected oocytes <strong>(an immature egg cell)</strong> are fertilized with the intending father's sperm. Both sets of <strong>fertilized oocytes</strong> (that of the mother and the donor) are allowed to develop to the early zygote stage where the <strong>pronuclei are visible</strong>. Using micromanipulation equipment, the pronuclei of zygotes formed from donated oocytes are removed within a karyoplast <strong>(A cellular nucleus together with a plasma membrane containing a small amount of cytoplasm)</strong> and discarded.</li><li>The therapeutic pronuclear transfer involves the movement of two pronuclei from the affected zygotes (also in the form of a karyoplast), into the enucleated <strong>(without a nucleus)</strong> healthy zygotes. The resulting zygotes contain nuclear DNA from each of the intending parents and a donor's mtDNA. <strong>Hence option (d) is the correct answer.</strong></li></ul>"
18," <p>With the print state of development, Artificial Intelligence can effectively do which of the following?</p><p>1. Bring down electricity consumption in industrial units</p><p>2. Create meaningful short stories and songs</p><p>3. Disease diagnosis</p><p>4. Text-to-Speech Conversion</p><p>5. Wireless transmission of electrical energy</p><p>Select the correct answer using the code given below:      </p>","(a) 1, 2, 3 and 5 only","(b) 1, 3 and 4 only","(c) 2, 4 and 5 only","(d) 1, 2, 3, 4 and 5",Science And Technology,b,Easy,Current Affairs(CA),"<ul><li>Artificial Intelligence (AI) refers to the simulation of human intelligence in machines that are programmed to think like humans and mimic their actions. Artificial Intelligence has various applications in today's society. in multiple industries, such as Healthcare, entertainment, finance, education, etc. AI has been used in disease diagnosis, creating songs like 'I am AI' and 'Daddy's Car' and creating short stories and fictions. AI has been used in Text-to-speech conversion, e.g. Cerewave AI. Artificial Intelligence has also found use in power industry, e.g. Machine-learning assisted power transfer (based on AI) using magnetic resonance and AI used for energy efficiency. <strong>Hence all the options are correct.</strong></li></ul>"
19," <p>With reference to Visible Light Communication (VLC) technology, which of the following statements are correct? </p><p>1. VLC uses electromagnetic spectrum wavelengths 375 to 780 nm</p><p>2. VLC is known as long-range optical wireless communication.</p><p>3. VLC can transmit large amounts of data faster than Bluetooth</p><p>4. VLC has no electromagnetic interference</p><p>Select the correct answer using the code given below:   </p>","(a) 1, 2 and 3 only","(b) 1, 2 and 4 only","(c) 1, 3 and 4 only","(d) 2, 3 and 4 only",Science And Technology,c,Medium,Current Affairs(CA),"<ul><li>The signals in the <strong>380-780 nm wavelength</strong> interval of the electromagnetic spectrum are the light signals that can be detected by the human eye. It is possible to achieve illumination and data transfer simultaneously by means of LEDs that is the prominent lighting equipment lately. By this way, both interior lighting of a room and data transfer will be achieved without the need of an additional communication system. This technology is given the name of Visual Light Communication. <strong>Hence statement 1 is correct.</strong></li><li>Technological advances allow to modulate the light at higher frequencies, allowing richer information. Light can be transmitted across a free space (e.g., lasers communicating between two buildings) or across a medium (e.g., fiber optics). With the advent of LED, a new idea in VLC is to use general lighting to communicate with users in a space as a replacement or supplement to Wi-Fi. While traditional light sources present practical limitations, LED lighting can be modulated at very high frequencies, with a cycle as short as nanoseconds. This concept, called Li-Fi, could be a solution to RF bandwidth limitations as the visible light spectrum is 10,000 larger than the radio spectrum. <strong>As a bonus, VLC doesn’t cause electromagnetic interference. Hence statement 4 is correct.</strong></li><li>The light can transmit information either directly or reflected from a surface. It can do so while dimmed. However, light cannot penetrate obstacles such as walls. Thus for wireless communication purposes VLC cannot be used for long-distances. Hence statement 2 is not correct.</li><li>While Bluetooth transmits data at the rate of 300kbps (kilobytes per second), VLC can transmit data in the range between mbps-gbps (megabytes per second to gigabytes per second). <strong>Hence statement 3 is correct.</strong></li></ul>"
20," <p>With reference to ""Blockchain Technology"" consider the following statements:</p><p>1. It is a public ledger that everyone we inspect, but which no single user controls</p><p>2. The structure and design of blockchain is such that all the data in it are about crypto currency only.</p><p>3. Applications that depend on basic features of blockchain can be developed without anybody's permission.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 only,(b) 1 and 2 only,(c) 2 only,(d) 1 and 3 only,Science And Technology,d,Difficult,tFundamental(F),"<ul><li>Blockchain technology is a structure that stores transactional records, <strong>also known as the block, of the public in several databases,</strong> known as the “chain,” in a network connected through peer-to-peer nodes. Typically, this storage is referred to as a ‘digital ledger.’ In simpler words, <strong>the digital ledger is like a Google spreadsheet shared among numerous computers in a network,</strong> in which, the transactional records are stored based on actual purchases. The fascinating angle is that anybody can see the data, but they cannot corrupt it. <strong>Hence statement 1 is correct.</strong> </li><li>The words “block” stands for digital information and “chain” stands for public database. Specifically, they have three parts:</li><li><strong>Blocks store information about transactions like the date, time, and dollar amount of your most recent purchase from any online site that works on a blockchain principle.</strong> Blocks store information about who is participating in transactions. Instead of using your actual name, your purchase is recorded without any identifying information using a unique “digital signature,” sort of like a username. Blocks store information that distinguishes them from other blocks. Even though the details of your new transaction would look nearly identical to your earlier purchase, we can still tell the blocks apart because of their unique codes. <strong>Hence statement 2 is not correct.</strong></li><li>Blockchains can be both permissioned and non-permissioned (permissionless). Public blockchain, typically permissionless as well, is the type associated with Bitcoin<strong> (the application depends on the basic features)</strong>, where access and validation are open to participants, achieving high degree of decentralization. In private permissioned blockchain a trusted entity controls the validation and writing of data permissions. <strong>Hence statement 3 is correct.</strong></li></ul>"
21, <p>A Parliamentary System of Government is one in which  </p>,(a) all political parties in the Parliament are represented in the Government,(b) the Government is responsible to the Parliament and can be removed by it,(c) the Government is elected by the people and can be removed by them,(d) the Government is chosen by the Parliament but cannot be removed by it before completion of a fixed term,Polity And Governance,b,Easy,Fundamental(F),"<ul style=""list-style-type: circle;""><li>The Constitution of India has opted for the British Parliamentary form of Government. It is based on the principle of cooperation and coordination between the legislative and executive organs. The features of the Parliamentary government in India are:<ul><li>Presence of nominal and real executives</li><li>Majority party rule</li><li><strong>Collective responsibility of the executive to the legislature</strong></li><li>Membership of the ministers in the legislature</li><li>Leadership of the Prime Minister or the Chief Minister</li><li>Dissolution of the lower house (Lok Sabha or Assembly)</li></ul></li></ul>"
22, <p>Which part of the Constitution of India declares the ideal of Welfare State? </p>,(a) Directive Principles of State Policy,(b) Fundamental Rights,(c) Preamble,(d) Seventh Schedule,Polity And Governance,a,Easy,Fundamental(F),"<ul><li><strong>A welfare state is a concept of government where the state plays a key role in the protection and promotion of the economic and social well-being of its citizens. It is based on the principles of equality of opportunity, equitable distribution of wealth, and public responsibility for those unable to avail themselves of the minimal provisions for a good life. The Directive Principles of State Policy embody the concept of a ‘welfare state’.</strong></li><li>A fundamental feature of the welfare state is social insurance, a provision common to most advanced industrialized countries (National Social Assistance Programme). The welfare state also usually includes the public provision of basic education, health services, housing etc. Under this system, the welfare of its citizens is the responsibility of the state. India is a welfare state. The fact that the Preamble of the Constitution itself envisages India to be a ‘socialist’ state bears enough evidence for this.</li><li><strong>Hence option (a) is the correct answer.</strong></li></ul>"
23," <p>Consider the following statements:</p><p>1. The Constitution of India defines its structure in terms of federalism, secularism, fundamental rights and democracy.</p><p>2. The Constitution of India provides for 'Judicial review' to safeguard the citizens' liberties and to preserve the ideals on which the Constitution is based.</p><p>Which of the statements given above is are correct? </p>",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,Polity And Governance,d,Easy,Fundamental(F),"<ul><li><strong>Statement 1 is not correct: In the Kesavananda Bharati case, the Supreme Court laid down a new doctrine of the ‘basic structure’ (or ‘basic features’) of the Constitution.</strong> It ruled that the constituent power of Parliament under Article 368 does not enable it to alter the ‘basic structure’ of the Constitution. From the various judgements, features like Independent Judiciary, <strong>Secularism,</strong> Rule of law, Free and fair elections, The principle of <strong>Separation of Powers,</strong> <strong>Parliamentary system,</strong> The ""essence"" of other <strong>Fundamental Rights</strong> in Part III, The Sovereign, <strong>Democratic,</strong> Republican structure etc. emerged as the part of Basic Structure.</li><li><strong>Statement 2 is correct:</strong> Judiciary is entrusted with the task of protecting rights of individuals. The Constitution provides two ways in which the Supreme Court can remedy the violation of rights. ± First it can restore fundamental rights by issuing writs of Habeas Corpus; mandamus etc. (article 32). The High Courts also have the power to issue such writs (article 226). <strong>± Secondly, the Supreme Court can declare the concerned law as unconstitutional and therefore non-operational (article 13).</strong></li><li><strong>Together these two provisions of the Constitution establish the Supreme Court as the protector of fundamental rights of the citizen on the one hand and interpreter of Constitution on the other. The second of the two ways mentioned above involves judicial review.</strong></li><li><strong>The term judicial review is nowhere mentioned in the Constitution. However, the fact that India has a written constitution and the Supreme Court can strike down a law that goes against fundamental rights, implicitly gives the Supreme Court the power of judicial review.</strong></li></ul>"
24, <p>One common agreement between Gandhism and Marxism is </p>,(a) the final goal of a stateless society,(b) class struggle,(c) abolition of private property,(d) economic determinism,Polity And Governance,a,Medium,Fundamental(F),"<p>The similarity and dissimilarity between Gandhism and Marxism are as under:</p><p><strong>(1) Conception of Ideal State</strong>: There is a great similarity between Mahatma Gandhi and Kart Marx. However, while the<strong> final aim of both them it the establishments of a stateless and classless society, their means for achieving this aim are different.</strong> Mahatma Gandhi wanted to achieve this end through non-violent means but Marx wanted to achieve it through violent means. </p><p><strong>(2) Capitalism:</strong> Though both Mahatma Gandhi and Karl Marx were opposed to capitalism and exploitation, yet they propagated different means to remove capitalism not by violent means but through economic decentralization, by encouraging cottage industries, and by making the capitalist trustees.</p><p><strong>(3) Spiritualism vs. Materialism</strong>: Mahatma Gandhi was decisively a spiritualist. On every aspect of his life there was a deep impact of religion. He was saint and a staunch believer in God. He did not attach any importance to materialism and luxuries of life. He said that man should have minimum needs. He did not attach any importance to politics devoid of religion. Karl Marx considered religion as opium for the workers, because in his view religion made man a fatalist and it did not allow discontentment to arise in the workers against capitalism. The result was that they lacked organisation and enthusiasm needed for a revolution.</p><p><strong>(4) Ends and Means:</strong> Mahatma Gandhi was not in favour of using violent means for achieving a good end. Therefore, he adopted non-violent means for the achievement of India’s freedom and criticised revolutionaries who wanted to adopt all types of means, including the violent ones, for the achievement of India’s freedom. Marxists do not believe in non-violence. They believe that capitalism cannot be abolished trough parliamentary means and socialist revolution is not possible without the use of violence.</p><p><strong>(5) Class War:</strong> Marxists have a deep faith in class struggle. Mahatma Gandhi said that class- struggle brought ruin to the country and it made the production of goods fall considerably. All propertied persons were not bad. There was an urgent need to change their minds.</p><p><strong>(6) Investment of Capital:</strong> With regard to the investment of capital the views of Marx and Gandhiji are different. Marxists say that there should be socialisation of the means of production. First of all they want to transfer to it the control of all the industries. Mahatma Gandhi allows the investment of private capital but not exploitation through it. He wants to make the capitalists trustees of the national wealth. In case the capitalists do not agree to become the trustees, he is ready to give the power to the state to control the industries of the capitalists by using minimum force. He is also not in favour of snatching land from the landlords by force. He is ready to accept their private ownership on land, while Marx is not ready to allow private ownership on land. Gandhi is also in favour of co-operative farming, while the Marxists are in favour of collective farming, in which there is a great control of the state.</p><p><strong>(7) Democracy vs. Dictatorship:</strong> Gandhiji had a firm faith in democracy, but he considered the Western democracy as incomplete. He said that there should be decentralisation of power. The Panchayats in the village should be given more powers and the villages should be given complete autonomy. He was the supporter of welfare state and hated dictatorship or autocracy. The Marxists believe in the Dictatorship of the proletariat. They want to give maximum powers to the workers.</p>"
