q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
181,"Which one of the following is not a provision

related to a Money Bill?- [CDS 2022

(1))","Imposition, abolition, remission
alteration or regulation of any tax.","Appropriation of money out of the
Consolidated Fund of India.","Imposition of fines by local authority for
local purpose.","Custody of the Consolidated Fund of
India or the Contingency Fund of India.",,,c,"Exp) Option c is the correct answer.
Money Bills in India are governed by Article 110 of the
Constitution, which specifies that provisions related to the
imposition, abolition, remission, alteration, or regulation
of any tax, appropriation of money from the Consolidated
Fund, and custody of the Consolidated Fund or Contingency
Fund are considered Money Bills.
The imposition of fines by a local authority for a local
purpose fall outside the scope of Money Bills.
Important Tip
¢ The President can either give assent to the bill or
withhold assent, but cannot return a money bill for
reconsideration like an ordinary bill.
¢ The Speaker of the Lok Sabha has the authority to
decide whether a bill is a money bill or not, and their
decision is final. It cannot be questioned or challenged
in any court of law,
« Money bills can only be introduced in the Lok Sabha
and not in the Rajya Sabha (Council of States).

« The Rajya Sabha can discuss and suggest amendments
toa money bill, but it does not have the power to reject
or block it. The Lok Sabha has the final say on the
bill."
182,"Which of the following statements is/are
correct?

1. Committee on Estimates is an ad hoc
committee of the Parliament.

2. Committee on Railway Convention is a
standing committee of the Parliament.
Select the correct answer using the code given
below:-",1 only,2 only,Both 1 and 2,Neither 1 nor 2,CDS  (1),2022.0,d,"Exp)- Option dis the correct answer.

Statement 1 is incorrect- Committee on Estimates is a

standing committee. The function of the committee is to

examine the estimates included in the budget and suggest

‘economies’ in public expenditure. Hence, it has been

described as a ‘continuous economy committee’.

Statement 2 is incorrect- The Committee on Railway

Convention is an ad hoc committee established in 1949. Its

initial focus was determining the Rate of Dividend payable

by Railways to General Revenues. Since 1971, it has expanded

to cover broader subjects related to Railways and Railway

Finances.

| Important Tips

!e The first Estimates Committee was established in 1950
based on the suggestion of John Mathai, the finance
minister at that time.

| « It has 30 members, all from Lok Sabha only. Rajya
Sabha has no representation in it.

« The term of office for members is one year.

¢ The committee's chairman is chosen by the Speaker
from its members, typically belonging to the ruling
party."
183,"Which one of the following statements
about the Speaker of Lok Sabha is not
correct? -","He shall vacate his office if he ceases to

be a member of the House of the People.","He may, at any time, resign by writing his
resignation to the President of India.","He may be removed from his office by
a resolution of the House of the People
passed by majority of all the then
members of the House.","While the office of the Speaker is vacant,
the duties of the office shall be performed
by the Deputy Speaker.",CDS  (1),2022.0,b,"Exp) Option b is the correct answer.
The Speaker of the Lok Sabha, who serves as the presiding
officer, typically holds office for the duration of the Lok
Sabha’s term. However, if the Speaker wishes to resign
before the completion of the term, they must submit their
resignation in writing to the Deputy Speaker of the Lok
Sabha."
184,"Whichoneofthe following statements about
a Bill for Amendment of the Constitution
of India is not correct?-","It is governed by Article 368(2) of the

Constitution of India.","Joint sitting can be resorted to for Passing
a Bill amending the Constitution of India.","The State Legislatures cannot initiate any
Bill or proposal for amendment of the
Constitution of India.","The previous sanction of the President of
India is not required for introducing any
Bill in the Parliament for amendment of
the Constitution of India.",CDS  (I),2022.0,b,"Exp) Option b is the correct answer,
A joint sitting of both Houses of Parliament is not allowed
in the case of a deadlock over the passage of a constitutional
amendment bill. However, in the case of an ordinary bill,
there is a provision for a joint sitting if needed.

Important Tips:

» The procedure for amending the Indian Constitution
was borrowed from the South Africa Constitution.

+ Article 368 in Part XX of the Constitution deals with
the powers of Parliament to amend the Constitution
and its procedure.

e “Parliament can amend the constitution provided that
Basic Structure remains intact”- Kesvananda Bharti
Case 1973.

« Parliament can only initiate constitutional amendment
bill.

« Jt can be introduced by either minister or private
member- does not require president approval.

¢ The bill must be passed by each house by Special
Majority.

+ The President must give his assent- Can not return or
withhold assent of the constitutional amendment bill.

e Three ways in which constitution can be ainended:

¢ Simple Majority of the parliament.

e Special Majority of the Parliament.

+ Special Majority of the Parliament and the ratification
of half of the state legislatures"
185,"Which one of the following statements
about the Public Accounts Committee
(PAC) of the Parliament is not correct?","It examines the Finance Accounts of the
Government of India.","Fifteen members of the Committee are
elected by the Lok Sabha from amongst
its members.","The Chairperson of the Committee is
elected by its members.","In case a member of any other Committee
constituted by the Government is elected
to the PAC, the Speaker of the Lok Sabha
decides whether he should continue to be
a member of the former Committee.",CDS  (IT),2022.0,c,"Exp) Option c is the correct answer

Chairperson of the Public Accounts Committee (PAC) is

not elected by its members. The Chairperson of the PAC

is appointed by the Speaker of the Lok Sabha from among

its members."
186,"Which one of the following statements
about Money Bill is not correct?","Money Bill cannot be introduced in the
Council of States.","The Council of States has no power to
reject or amend the Money Bill.","The Speaker of the Lok Sabha has the sole
and final power in deciding whether a
Bill is a Money Bill or otherwise.","The Council of States has no power to
discuss the Money Bill.",CDS  (II),2022.0,d,"Exp) Option d is the correct answer

The Rajya Sabha does have the power to discuss a Money

Bill . but it has no authority to reject or amend the bill.
Important Tip: |

Facts regarding Money Bill in India |

¢ Unlike Ordinary Bills, Money Bills are introduced only |
in Lok Sabha on the President’s recommendation, |
which is mandatory. |

¢ The bill, introduced in the Lok Sabha on the President’s
recommendation, is referred to as a government bill. |

e It should be noted that all government bills are
introduced only by the Minister. |

e After the bill is passed by the Lok Sabha, it is sent to |
the Rajya Sabha, which has only limited authority. It |
has no authority to reject or amend the bill. |

¢ There is no possibility of disagreement, hence there is
no provision for a joint sitting regarding money bills.

¢« The Lok Sabha speaker certifies the bill as a money
bill and his decision is final in this regard.

« The President’s consent is required when the bill
has passed both houses. He can either give assent
or withhold assent but cannot send a bill fer

| __ reconsideration. _ ee"
187,"Which one of the following is not a
category under which the President of India
nominates Members of Parliament?",Literature,Science,Art,State Service,CDS  (II),2022.0,d,"Exp) Option d is the correct answer

According to Article 80 of the Constitution of India, the
President of India can nominate members to the Parliament
under the category of “Persons having special knowledge
or practical experience in respect of literature, science,
art, and social service.” “State Service” is not a category

under which the President of India nominates Members
of Parliament."
188,"Which among the following is not the
strength or chief benefit of Bicameralism?","Second chambers check the first chambers
and prevent majoritarian rule.",It checks the powers of the executive.,"The second chambers can act as a
constitutional safeguard.","It often acts as a check on democratic
rule, particularly when their members are
non-elected or indirectly elected.",CDS  (ID,2022.0,d,"Exp) Option d is the correct answer

Option (d) is not a strength or chief benefit of bicameralism.
In fact, it presents a potential limitation or criticism of
bicameral systems. When the members of the second
chamber are non-elected or indirectly elected, it can lead
to a situation where the democratic principle of direct
representation is undermined. Critics argue that this can
diminish the democratic legitimacy of the second chamber
and create an imbalanced representation of the people’s will."
189,"Which of the following statements regarding
the ‘casting vote’ in the Parliament is/are
correct? 
1. Itis cast by the speaker or a person acting

as such.

2. It is cast in addition to voting in the first
instance.

3. It is cast in the case of equality of votes.

4. It is always cast to maintain the status
quo.

Select the correct answer using the codes

given below:","1,2 and 3 only",1 and 3 only,2 and 4 only,3 only,CDS (D,2021.0,b,"Exp) Option b is the correct answer

Statement | is correct: The casting vote in the Parliament
is cast by the Speaker or a person acting as the Speaker. The
Speaker is the presiding officer of the House and has the
authority to exercise the casting vote when required.
Statement 2 is incorrect: The casting vote is not cast in
addition to voting in the first instance. It is only used in
specific situations when there is an equality of votes on a
particular matter.

Statement 3 is correct: The casting vote is cast in the case
of equality of votes. In parliamentary proceedings, if there
is a tie or equal number of votes on a particular issue, the
Speaker or the person acting as the Speaker can exercise the
casting vote to break the tie and reach a decision.
Statement 4 is incorrect: The casting vote is not always cast
to maintain the status quo. The Speaker or the person acting
as the Speaker can exercise the casting vote based on their
discretion or in accordance with parliamentary rules and
procedures."
190,"Which one among the following motions
cannot be made while introducing an
ordinary Bill in the Parliament?",That the Bill be taken into consideration,"That the Bill be circulated for the purpose
of eliciting public opinion","That the Bill be referred to a Select
Committee","That the Bill be referred to a Joint
Committee of the House without the
concurrence of the other House",CDS (1),2021.0,d,"Exp) Option d is the correct answer

Referring an Ordinary Bill to a Joint Committee of both
Houses of Parliament requires the concurrence of both
Houses. The purpose of a Joint Committee consisting of
members from both Houses of parliament is to ensure
cooperation and consensus on the matter being examined."
191,"Which one of the following statements
about the composition of the Parliament is

not correct?","Representatives of the states in Rajya
Sabha are elected directly by the people.","Representatives from Union Territories in
Lok Sabha are chosen by direct elections.",Rajya Sabha has 12 nominated members.,"Lok Sabha has seats reserved for SCs and
STs.",CDS (1),2021.0,a,"Exp) Option a is the correct answer

The Rajya Sabha members are not elected directly by the
people. Instead, they are elected by the elected members of
the State Legislative Assemblies."
192,A motion of no-confidence is moved against,an individual Minister.,the Council of Ministers.,the Prime Minister.,a political party.,CDS (1),2021.0,b,"Exp) Option b is the correct answer

A motion of no-confidence is a parliamentary motion that
is moved against the Council of Ministers and not against
an individual minister, the Prime Minister, or a political
party. A motion of no-confidence is a parliamentary
procedure through which members of the legislative body

express their lack of confidence in the Council of Ministers.
If such a motion is passed, the Council of Ministers has to
resign."
193,"Which of the following statements are
correct?

1. Speaker may permit any Member to
address the House in his/her mother
tongue, if he/she cannot adequately
express in either Hindi or English.

2. Business ofthe Parliamentary Committees
is transacted either in Hindi or in English.

3. The minutes of the Parliamentary
Committees are prepared invariably in
Hindi or English.

Select the correct answer using the codes

given below:","1,2 and 3",1 and 2,2and3,1 and 3,CDS  (ID,2021.0,a,"Ex) Option a is the correct answer.
Statement 1 is correct- The Speaker of the House has the
authority to permit any Member to address the House in
their mother tongue if they are unable to adequately express
themselves in Hindi or English. This provision ensures that
Members have the freedom to communicate effectively in a
language they are comfortable with.
Statement 2 is correct- The business of the Parliamentary
Committees can be transacted in either Hindi or English. This
allows Members to participate and contribute to committee
discussions using the language of their preference.
Statement 3 is correct- The minutes of the Parliamentary
Committees are invariably prepared in Hindi or English.
This ensures that the proceedings and decisions of the
committees are documented and accessible to all members
in the official languages of the Parliament."
194,"Which one among the following is the
largest State in terms of seats in the Rajya

Sabha?",Andhra Pradesh,Bihar,Rajasthan,Karnataka,CDS  (ID,2021.0,b,"Exp) Option b is the correct answer.
State soy), ty |.No- of MP’s in the Rajya Sabha .:, .
7

Uttar Pradesh 31
r
i

Andhra Pradesh 11

Gujarat 11

Kerala 9"
195,"Which of the following statements regarding
constitutional amendment is/are correct?

1. The procedure for amendment to the
Constitution is provided in Article 368,

2. A Bill to amend the Constitution can
be introduced in either House of the
Parliament.

3. The special procedure in Article 368 vests
constituent powers upon the ordinary
legislation,

Select the correct answer using the codes

given below:",Only 1,"1,2 and 3",2and 3,land 2,CDS  (ID,2021.0,b,"Exp) Option b is the correct answer.
Statement 1 is correct- The procedure for amending the
Constitution is provided in Article 368 of the Constitution of
India. According to article 368, constitution can be amended
in three ways- Simple Majority, Special Majority, Special
Majority of the Parliament and the ratification of half of the
state legislatures.
Statement 2 is correct- A bill to amend the Constitution
can be introduced in either House of Parliament. It can be
introduced as a Constitutional Amendment Bill and must go
through the prescribed legislative process before it can be
enacted into law.
Statement 3 is correct- The special procedure outlined in
Article 368 of the Constitution vests constituent powers upon
the ordinary legislation. This means that the Parliament,
while acting in its legislative capacity, has the power to amend
or modify the provisions of the Constitution provided that
Basic Structure of the Indian Constitution remains intact."
196,Which one of the following is not correct?,"Taxes on agricultural income is a subject
under the State List.","Price control is a subject under the
Concurrent List.

{c) Insurance does not come under the Union
List.",,"‘Forests’ is a subject under the Concurrent
List.",CDS  (I1),2021.0,c,"Exp) Option c is the correct answer.
Insurance is a subject that comes under the Union List
(Entry 43 and 47) of the Indian Constitution. The central
government has the authority to make laws related to
insurance.

Important Tips

State List:

* It contains subjects on which the state governments
have the cxclusive power to make laws and regulations.

* Itincludes matters such as public health, police, public
order, local government, agriculture, state taxes, land
and land reforms, education, and public libraries.

« The State List consists of a total of 59 subjects listed
under Schedule VII of the Indian Constitution.

Union List:

« The Union List contains subjects on which the central
government has exclusive authority to make laws and
regulations.

« It includes matters such as defense, foreign affairs,
atomic energy, banking, currency, railways, airways,
communication, and inter-state trade and commerce.

¢ The Union List consists of a total of 98 subjects listed
under Schedule VII of the Indian Constitution.

Concurrent List:

© The Concurrent List contains subjects on which both
the central and state governments have the power to
make laws and regulations.

¢ It includes matters such as criminal law, marriage
and divorce, bankruptcy and insolvency, adoption,
education, forests, trade unions, bankruptcy and
insolvency, and bankruptcy and insolvency.

« The Concurrent List consists of a total of 52 subjects
listed under Schedule VII of the Indian Constitution."
197,"Which among the following is not a
condition for the disqualification of a
Member of Parliament?","Voluntary acquisition of citizenship of a
foreign country","Holding the office of the Chairperson of
the National Commission for Women","he member abstains from voting in the
House without prior permission","The Member holds the office of the
Chairman of the Board of Directors of the
National Coal Development Corporation
Ltd",CDS  (11,2021.0,b,"Exp) Option b is the correct answer.
According to Article 102 of the Indian Constitution, certain
conditions can lead to the disqualification of a Member of
Parliament. Option (b) Holding the office of the Chairperson
of the National Commission for Women does not come
under the office of profit.

Important Tips

Factors leading to disqualification from being elected as a

Membcr of Parliament (MP) in India:

« Holding any office of profit under the Union or state
government, except for exempted offices.

¢ Being declared of unsound mind by a court or being an
undischarged insolvent.

« Acquiring citizenship of a foreign state voluatarily or
having allegiance to a foreign state.

« Additional disqualifications specified in the
Representation of People Act (1951) include
convictions for election offenses, corrupt practices,
imprisonment of two or more years, failure to
submit election expense accounts, and having an
interest in government contracts or corporations with
government shareholding.

* Disqualifications also apply to individuals dismissed
from government service for corruption, convictions
for promoting enmity between groups or bribery,
and punishments related to social crimes such as
untouchability, dowry, and sati. The President’s
decision, based on the Election Commission’s opinion,
is final in determining disqualifications."
198,"Overseas Indians can exercise franchise in
an election to the Lok Sabha under which of
the following conditions?

1. They must be citizens of India.

2. Their names must figure in the electoral
roll,

3. They must be present in India to vote.

Select the correct answer using the codes

given below. }","1,2 and 3",2 and 3,land2,Only 1,CDS  (1),2020.0,a,"Exp) Option a is the correct answer.

Statement 1 is correct - An overseas elector must be a citizen
of India to be eligible for voting in the Lok Sabha elections.

Statement 2 is correct - The name of the overseas clector

must be included in the electoral roll of the constituency
they would be voting from to be eligible to vote.
Statement 3 is correct - Overseas Indian voters are required
to be physically present in India for voting, as e-voting is not
allowed. They have the options of postal ballots and proxy
voting, with certain restrictions and eligibility criteria."
199,"Which one among the following is not
correct about the Secretary General of the
Lok Sabha?","The Secretary General is the advisor to
the Speaker.","The Secretary General acts under the
authority in the name of the Speaker.","The Secretary General works under the
Speaker with delegated authority.","The Secretary General passes orders in
the name of the Speaker.",CDS  (11),2020.0,c,"Exp) Option c is the correct answer
The Secretary General of the Lok Sabha does not work under
the Speaker with delegated authority. Instead, the Secretary
General works independently and performs various
administrative functions related to the functioning of
the Lok Sabha. The Secretary General is the principal
administrative officer of the Lok Sabha Secretariat and is
responsible for the overall management and coordination of
its activities.

Important Tips

e In the discharge of his constitutional and statutory
responsibilities, the Spcaker of the Lok Sabha is assisted
by the secretary general of Lok Sabha, (whose pay
scale, position and status etc. is equivalent to that
of the highest-ranking official in the Government of
India i.e. Cabinet Secretary).

« The secretary general remains in office must retire

""at the age of 60. The secretary general is answerable
only to the Speaker; actions cannot be discussed or
criticised in or outside the Lok Sabha.

« On behalf of the President, the secretary-general
summons each Member of Lok Sabha to aitend
session of the Parliament and authenticates bills in
the absence of the Speaker."
200,"Which of the following statements with
regard to the privileges of the Members of
the Parliament are correct?

1. Privileges would not be fettered by the
Article-19(1)of the Constitution of India.

2. Privileges must be read subject to the
Articles 20-22 and Article-32 of the
Constitution of India.

3. Immunity is available in relation to both
civil and criminal prosecution.

4, Immunity is available in relation to
freedom of speech even in his/her private
or persona] capacity.

Select the correct answer using codes given

below","1,2 and 4 only",1 and 2 only,2 and 3 only,1 and 4 only,CDS  (IT),2020.0,b,"Exp) Option b is the correct answer

Statement 1 is correct: The privileges of Members of
Parliament (MPs) are separate from the fundamental
rights guaranteed under Article 19(1)(a). The privileges of
MPs are defined by the Constitution and laws passed by
the Parliament, and they are not subject to the limitations
imposed by Article 19(1)(a).
Statement 2 is correct: While the privileges of MPs are
protected, they are subject to certain limitations. Articles
20-22 of the Indian Constitution provide specific rights and
protections regarding protection against self-incrimination,
protection against double jeopardy, and protection of
personal liberty. Article 32 allows individuals to approach
the Supreme Court for the enforcement of their fundamental
rights. Therefore, the privileges of MPs must be read subject
to these constitutional provisions.
Statement 3 is incorrect: The privileges of MPs grant them
immunity from civil proceedings only and not from criminal
prosecution. MPs are not immune from criminal charges
and can be prosecuted for offenses committed like any other
citizen.
Statement 4 is incorrect: While MPs enjoy certain
protections for their speech and conduct within Parliament,
these privileges de not extend to their private or personal
capacity outside of parliamentary proceedings. Outside of
Parliament, MPs are subject to the same laws and regulations
as any other citizen, and their freedom of speech is governed
by the general laws of the land.
Important Tips |
Individual Privileges of the Members of the Parliament
| « No arrest of the member of the parliament can take |
place during its session. Also, members can't be
| arrested 40 days before and after the session’s beginning
and end of the session.
| ¢ The members of parliament are entitled to the |
freedom of speech in the houses. They are not liable
to any court proceedings for the speech given in the |
parliament or its committees. However, it is regulated
using the rules guiding such provisions of the house. |
le They are exempted from jury service. They can refuse
| to give evidence and appear as a witness in a case |
pending in a court when Parliament is in session."
201,"Which one of the following statements with
regard to the appointment of the Members
of the Parliamentary Committees is correct?",The Members are only appointed,The Members are only elected,The Members are only nominated.,"The Members are appointed or elected on
a motion made and adopted or nominated
by the Speaker of the Lok Sabha or the
Chairman of the Rajya Sabha",CDS  (I1),2020.0,d,"Exp) Option d is the correct answer
The process of appointing Members of Parliamentary
Committees involyes a combination of appointment,
election, and nomination. In the case of some committees,
the Members are appointed or elected through a motion
made and adopted by the Speaker or Chairman. In other
cases, Members may be nominated directly by the Speaker
or Chairman without the need for a motion. Nominations
are made based on various considerations such as party
representation, expertise, and experience."
202,"Which one of the following is not a correct
statement regarding the provision of
Legislative Council in the State Legislature?

(CDS Pre.2019 I]","The States of Bihar and Telangana have

Legislative Councils","The total number of members in the
Legislative Council of a State shall not
exceed one third of the total number of
members in the Legislative Assembly","One-twelfth of all members shall be
elected by electorates consisting of local
bodes and authorities","One-twelfth of all members shall be
elected by graduates residing in the state.",,,c,"Exp) Option c is the correct answer.

e Ina state, the state legislative council is considered as the
upper house of the state which have a bicameral legislature
and the state Legislative assembly is called as lower
house house of the state. One third of the Members of
legislative council are elected by electorate consisting
of local bodies and authorities (option c is incorrect)

« At present there are 6 out of 28 states have a legislative
Council.

« The members of the Legislative council can’t be more
than one-third of the membership of the state legislative
assembly and its composition can’t be less than 40
members.

Important Tips

e India has a bicameral] system of legislatures both at the
centre and in some states.

e At the state level, the equivalent of the Lok Sabha is

| the Vidhan Sabha or Legislative Assembly and that of

the Rajya Sabha is the Vidhan Parishad or Legislative
| Council.

« Article 169 provides for creation and abolition of
legislative councils in states."
203,Rajya Sabha has exclusive jurisdiction in,creation of new states,declaring a war,financial emergency,"authorising Parliament to legislate on a
subject in the state list",CDS Pre.  II,2019.0,d,"Exp) Opton d is the correct answer

Rajya Sabha being a federal chamber - representing States/

Union territories, enjoys certain special powers:

a) To empower Parliament to make laws in respect of any
matter enumerated in the State List in the national
interest by adopting a resolution to this effect (article
249), (option d is correct)

b) Creation of All India Services (article 312)

c) Approving Proclamations (issued under article 352 or
article 356 or article 360) if the Lok Sabha stand dissolved
or the Dissolution of the Lok Sabha takes place within the
period allowed for the approval of the Proclamation by
Parliament.

d) To Initiate the proceeding for removal of Vice President
is also the exclusive jurisdiction of Rajya Sabha i.e. The
resolution for removal of Vice President can only be
initiated in Rajya Sabha and not in Lok Sabha.

Important Tips

The Council of States (Rajya Sabha) was First Constituted

on 3rd April, 1952.

« The Council of States as Rajya Sabha in Hindi on 23rd
August, 1954.

¢ Rajya Sabha is a permanent and a continuous chamber
where representatives are elected for the house.

« The First Chairman of Rajya Sabha was Dr. S. Radhakrishnan.

« Dr. S. Radhakrishnan was the first Chairman of
Rajya Sabha for two consecutive terms (13.5.1952 to
12.5.1962).

« The First Deputy Chairman of Rajya Sabha was Shri
S.V. Krishnamoorthy Rao."
204,"Which one of the following regarding the
procedure and conduct of business in the
Parliament is not correct?",To discuss state matters,"To discuss issues of the use of police force
in suppressing the Scheduled Caste and
Scheduled Tribe communities","To discuss issues in dealing with violent
disturbances in an undertaking under the
control of the Union Government","To discuss issues for putting down the
demands of the industrial labour",CDS Pre. IT,2018.0,a,"Exp) Option a is the correct answer

¢ ‘Lo discuss state matters in general condition docs not lie
under procedure and conduct of business of Parliament
under Article 246 of the Constitution. (option a is not
correct)

e Parliament has right to make laws on Union list and
Concurrent list of Schedule seven.

¢ Parliament can discuss the issue of Police action against
the Schedule Castes and Tribes under the Scheduled
Castes and Tribes (Prevention of Atrocities) Act, 1989
Issue of Industrial labours come under Concurrent list,
so it can be discussed in Parliament.

e Parliament can also discuss issues in dealing with violent
disturbances in an undertaking under the control of the
Union Government

Important Tips

Rules of Procedure and Conduct of Business in the

Council of States have been formulated under Article 118

of the Constitution wherein cach House of Parliament is

required to make rules for regulating its Procedure and
conduct of business."
205,"Which one of the following is not considered
a part Legislature of States?

(CDS Pre.2018 IT]",The Governor,The Legislative Assembly,The Legislative Council,The Chief Minister State,,,d,"Exp) Option d is the correct answer

e The legislature of states involve Governor, Legislative
Assembly and the Legislative Council.

e Under article 164 of the Indian constitution chief
minister shall be appointed by the governor.

Important Tips

° Part VI of the Constitution containing Articles 153 to
167 deals with the government in the States.

e The state executive consists of the Governor, the Chief
Minister, the Council of Minister and the Advocate
General of the state."
206,"A joint sitting of the Parliament is resorted
to, for resolving the deadlock between two
Houses of the Parliament for passing which
of the following Bills?

1. Money Bill

2. Constitutional Amendment Bill

3. Ordinary Bill

Select the correct answer using the codes
given below:",land2,2 and 3,"1,2 and 3",Only 3,CDS Pre. II,2017.0,d,"Exp) Option d is the correct answer.

« According to articie 108 a joint sitting is called by the
President and presided over by the speaker.

« Abdill which requires special majority in both the houses
cannot be introduced in joint sitting of the Parliament

e« Even for money bill Rajya sabha can only amended some
changes and it is Lok sabha only which passes the money
bill. Hence there is no point in introducing the money
bill in the joint sitting of the Parliament"
207,"Which one of the following cannot be
introduced first in the Rajya Sabha?",Constitutional Amendment,CAG Report,Annual Financial Statement,Bill to alter the boundaries of any state,CDS Pre. II,2017.0,c,"Exp) Option c is the correct answer.

¢ Annual Financial Statement is a document presented to
the Parliament every Financial Year as a part of Budget
process under Article 112.

e¢ This document comprises the receipts and expenditures
of the government of current year, previous year and

budget year in three separate parts viz. Consolidated

Fund of India, Contingency Fund of India and Public

Account of India."
208,"Which one of the following Schedules of the
Constitution of India has fixed the number
of Members of the Rajya Sabha to be
elected from each state?",Fifth Schedule,Third Schedule,Sixth Schedule,Fourth Schedule,CDS Pre. II,2017.0,d,"Exp): Option d is the correct answer.
Third : “It contains the forms of oath and affirmation :
“Schedule for: :
: e Union Ministers of India
e Parliament Election Candidates |
« Members of Parliament (MPs)
_* Supreme Court Judges
; ‘« Comptroller and Auditor General
* State Ministers .
: + State Legislature Elections’ Candidates — ;
; '« State Legislature Members
¢ High Court Judges i
: Fourth . It “contains the provisions in relation to
: Schedule the allocation of seats for States and Union :
Territories in the Rajya sabha (option d is
correct) :
Fifth | It contains provisions in relation to the |
Schedule | administration and control of scheduled areas |
Sixth ‘It contains provisions in relation to the }
- Schedule administration of tribal areas in the states of |
: , Assam, Meghalaya, Tripura and Mizoram :"
209,"A Member of Lok Sabha does not become
disqualified to continue as a Member of the
House if the member","voluntarily gives up his/her membership

of the political party from which he/she
was elected","is expelled by the political party from
which he/she had been elected to the
House","joins a political party after being elected
as an independent candidate","abstains from voting contrary to the
direction by his/her political party",CDS Pre. I,2016.0,b,"Exp) Option b is the correct answer.
« According to article 102 of the constitution of India:
1. A person shall be disqualified for being chosen as, and for
being, a member of either House of Parliament:

(a) if he holds any office of profit under the Government of
India or the Government of any State, other than an office
declared by Parliament by law not to disqualify its holder

(b) if he is of unsound mind and stands so declared by a
competent court;

(c) if he is an undischarged insolvent;

(d) if he is not a citizen of India, or has voluntarily acquired
the citizenship of a foreign State, or is under any
acknowledgement of allegiance or adherence to a foreign
State ;

(e) if he is so disqualified by or under any law made by
Parliament Explanation

2. A person shall be disqualified for being a member of
either House of Parliament if he is so disqualified under
the Tenth Schedule.

Important Tips
Disqualification of MPs & MLAs according to
representation of people act 1951:

a. A member of a house belonging to any political party
becomes disqualified for being a member of the house:

e ifhe voluntarity gives his membership of such political
party.

e if he votes or abstains from voting

b. He/she doesn’t become disqualified if it is expelled by

| the political party from which he/she had been elected

to the house. (statement b is incorrect)"
210,"After the general elections, the Protem

Speaker is",elected by the Lok Sabha,appointed by the President of India,"appointed by the Chief Justice of The
Supreme Court",the senior most member of the Lok Sabha,CDS Pre.  IT,2015.0,b,"Exp) Option b is the correct answer,

« Pro tem is a latin phrase meaning “for the time being”.

* The Protem Speaker is mainly an operating and
temporary Speaker.

« After Every general election, usually a senior most
member of Lok Sabha is appointed by the President as
Protem Speaker

« The Protem Speaker has all the powers of the Speaker
and presides over the first sitting of the newly-elected
Lok Sabha

« His main dutyis to administer oath to the new members,"
211,"Which of the following statement(s) in the
context of structure of the Parliament is/are
correct?

1. The Parliament of India consists of the
President, the Council of States and the
House of People.

2. The President of India is directly elected
by an electoral college consisting of the
elected members of both the Houses of
the Parliament only.

Select the correct answer using the codes

given below:",Only 1,Only 2,Both 1 and 2,Neither 1 nor 2,CDS Pre. (I),2014.0,a,"Exp) Option a is the correct answer.

* As per Article 79, Parliament shall consist of the
President and the two Houses, i.e. House of the People
and Council of States. (Option a is correct)

* The President is indirectly elected by an electoral
college consisting of the elected representatives of the
Parliament of India and the legislative assemblies of
the states of India and the union territories of Delhi
and Puducherry. (Option b is incorrect)"
212,"The Annual Financial Statement of the

Government of India in respect ot each

financial year shall be presented to the

House on such day as the",Speaker may direct,President of India may direct,Parliament may decide,Finance Minister may decide,CDS Pre. (D,2014.0,b,"Exp) Option b is the correct answer.

¢ As per Article 112 of the Indian Constitution, the
President shall in respect of every financial year cause to
be laid before both the Houses of Parliament a statement
of the estimated receipts and expenditure of the
Government of India for that year, in this part referred to
as the ‘Annual Financial Statement’."
213,"The principle of ‘collective responsibility’
under parliamentary democracy implies
that

1. a motion of no-confidence can be moved
in the Council of Ministers as a whole as
well as an individual minister.

2. no person shall be nominated to the
cabinet except on the advice of the Prime
Minister.

3. no person shall be retained as a member
of the Cabinet if the Prime minister says
that he shall be dismissed.

Select the correct answer using the codes

given below:",Only 1,Only 2,Only 3,2 and 3,CDS Pre. (D,2014.0,d,"Exp) Option d is the correct answer.

- A no-confidence motion is a parliamentary motion that
is moved in the Lok Sabha against the entire council
of Ministers (not an individual minister). (option a is
incorrect) ;

« It means that the ministry stays in office so long as it
enjoys confidence of the majority of the members of the
Lok Sabha. ,

« According to Dr Ambedkar, “Collective responsibility
can be achieved only through the instrumentality of the
Prime Minister."
214,"The subject matter of an adjournment
motion in the Parliament

1. must be directly related to the conduct of
the Union Government.

2. may involve failure of the Government of
India to perform its duties in accordance
with the Constitution.

Select the correct answer using the codes

given below",Only 1,Only 2,Both | and 2,Neither 1 nor 2,CDS Pre. (I),2014.0,b,"Exp) Option b is the correct answer.

« It is introduced in the Lok Sabha to draw the attention
of the House to a definite matter of urgent public
importance.

e¢ It involves an element of censure against the
government.

« It can be moved only in Lok Sabha

¢ An adjournment of the house suspends the work in a
sitting for a specified time, which may be hours, days
or weeks.

« The power of adjournment lies with the presiding
officer of the House.

¢ The subject of the motion must have a direct or indirect
relation to the conduct or default on the part of the
Union Government. (option a is incorrect)

Important Tips
Special powers of Rajya Sabha:
a) Legislation on matters of the state list
b) Proclamation of the President rule
c) Creation of All India Services
d) Removal of vice-President.
Special powers of Lok Sabha:
a. To pass a motion of no-confidence against the Council
of Ministers. .
b. Money bills can only be introduced in the Lok Sabha.
¢: In matters about non-financial (ordinary) bills."
