q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
148,"The amending power of the Parliament set
forth in which one of the following Articles
of the Constitution of India?",Article-368,Article-360,Article-13(2),Article-370,CAPF,2016.0,a,"Exp) Option a is the correct answer.

The amending power of the Parliament is set forth in Article
368 of the Constitution of India. Article 368 provides the
procedure for amending the Constitution, including the
types of amendments, the majority required for their passage,
and the involvement of the President in the amendment
process."
149,"With regard to a Constitution Amendment
Bill, which one of the following statements
is not correct?","The Speaker of the Lok Sabha can call a
joint sitting of both the Houses to pass
the Bill","Each House needs to pass the Bill
separately by a prescribed special majority
end","The Bill can be introduced in either
House of Parliament","‘he Bill can be sponsored by a Private
Member",CAPF,2016.0,a,"Exp) Option a is the correct answer.

Option a is incorrect: The Speaker of Lok Sabha cannot
call a joint sitting of both Houses to pass a Constitution
Amendment Bill, as such a bill must be passed separately by
each House with the required majority.

Option b is correct: A Constitution Amendment Bill must be
passed separately by both the Houses of Parliament with a
special majority. This means that it should be supported by
a majority of the total membership of each House, as well
as by a majority of not less than two-thirds of the members
present and voting.

Option c is correct: A Constitution Amendment Bill can be
introduced in either House of Parliament by a minister or
a private member, and does not require the prior approval
of the President

Option d is correct: A Constitution Amendment Bill can be
sponsored by a private member, but it has very little chance
of being passed by Parliament."
150,"Who among the following are entitled to get
the benefits of equality before the law and
the equal protection of the laws as enshrined
under Article-14 of the Constitution of

India?

1. All Indian citizens living in India.

2. All Indian citizens living abroad.

3. Foreigners living within the territory of
India.

4. All citizens born in India.

Select the correct answer using the code given

below:",1 and 2 only,"1,2 and 3",1 and 3 only,Only 4,CAPE,2017.0,c,"Exp) Option c is the correct answer

Article 14 of the Constitution of India guarantees equality
before the law and equal protection of the laws to all persons

within the territory of India. This means that both citizens
and foreigners are entitled to the protection of Article 14
and it does not apply to Indian citizens living abroad and
citizens born in India but living abroad."
151,"Which of the following are provided in

India by the Right to Education Act?

1. Right of children to free and compulsory
education till completion of elementary
education in a neighborhood school.

2. Prohibition of deployment of teachers
for non-educational works, other
than decennial census, elections to
local authority like State Legislatures,
Parliament and disaster relief.

3. Right of minorities to establish and
administer education institution.

4. No citizen shall be denied admission into
any educational institution maintained
by the State or receiving aid out of State
funds on grounds only of religion, race,
caste, language or any of them.

Select the correct answer using the code given

below. 

{a) 1,2 and4",,land 3,2 and 4,land2,CAPF,2015.0,d,"Exp) Option d is the correct answer,

Statement I is correct: The Right to Education Act guarantees
the right of children to receive free and compulsory
education until the completion of elementary education.
It emphasizes the importance of providing education to all
children and ensures that they have access to education in
their neighborhood.

Statement 2 is correct: The Act prohibits the deployment
of teachers for non-educational works, except for specific
purposes such as the decennial census, elections, and disaster
relief. This provision aims to censure that teachers are focused
on their primary role of imparting education.

Statement 3 is incorrect: The Right to Education Act
does not specifically provide for the right of minorities
to establish and administer educational institutions. This
provision is covered under Article 30 of the Constitution of
India, which guarantees the right of minorities to establish
and administer educational institutions of their choice.
Statement 4 is incorrect: Article 29(2) of the Constitution
of India and not RTE Act prohibits discrimination on
grounds of religion, race, caste, language or any of them in
admission to educational institutions."
152,"Which of the following does not relate to
the Fundamental Rights as enshrined in the

Constitution of India?

1. Free and compulsory education for all
children of the age of 6-14 yr.

2. Prohibition of trafficking in human
beings and forced labour.

3. Improvement of Public health and
prohibition of intoxicating drinks.

4. Promotion of the educational and
economic interests of the weaker sections
of the people, especially the Scheduled
Castes and Scheduled ‘Tribes.

Select the correct answer using the codes

given below.

Codes",land 2,2 and 4,Only 3,3and4,CAPF,2014.0,d,"Exp) Option d is the correct answer.

Statement | is correct: Free and compulsory education for all
children of the age of 6-14 years, relates to the Fundamental
Right to Education, This right is provided under Article
21A of the Constitution of India.

Statement 2 is correct: The prohibition of trafficking in
human beings and forced labor, relates to the Fundamental
Right against exploitation, This right is provided under
Article 23 of the Constitution of India.

Statement 3 is incorrect: Improvement of public health
and prohibition of intoxicating drinks, does not directly
relate te any specific Fundamental Right as enshrined in
the Constitution of India. However, the Constitution does
provide for the promotion of public health as a directive
principle of state policy under Article 47.

Statement 4 is incorrect: Promotion of the educational and
economic interests of the weaker sections of the people,
especially the Scheduled Castes aud Scheduled is provided
under Article 46 of DPSP."
153,"Which of the following are related to Right
to Equality under the provisions of Articles

14-18 of the Constitution of India?

1. Prohibition of discrimination on grounds
of religion, race, caste, sex or place of
birth.

2. Equality of opportunity in matters of
public employment.

3. Educational and cultural rights to
minorities.

4. Abolition of untouchability.

Select the correct answer using the codes

given below.

Codes:","1,2 and 3",3and 4,"1,2 and 4",1 and 2,CAPF,2014.0,c,"Exp) Option c is the correct answer.

Statement 1 is correct: The right to equality, as enshrined
in Articles 14-18 of the Constitution of India, prohibits
discrimination on the basis of religion, race, caste, sex, or
place of birth (Article 15). It ensures that every citizen of
India is treated equally before the law.

Statement 2 is correct: The right to equality includes the
principle of equality of opportunity in matters of public
employment (Article 16). It ensures that all individuals
have an equal opportunity to be considered for public
employment based on their qualifications and abilities,
without discrimination.
Statement 3 is incorrect: The right to equality, under the
provisions of Articles 14-18, does not specifically grant
educational and cultural rights to minorities. They are
part of the Cultural and Educational Rights under Articles
29-30 of the Constitution,
Statement 4 is correct: The right to equality includes the
abolition of untouchability. Untouchability, which was a
practice associated with the caste system in India, was
abolished under Article 17 of the Constitution. It ensures
that every individual is treated with dignity and without any
form of untouchability."
154,"The major cleavage in global human rights

discourse has been between:",religious rights vs. civil rights,national rights vs. minority rights,gender rights vs. equal rights,"civil and political rights vs. economic,
social and cultural rights",CAPF,2014.0,d,"Exp) Option d is the correct answer.
The major cleavage in global human rights discourse is often
seen between civil and political rights on one hand, and
econoinic, social, and cultural rights on the other hand.
There is often a debate and tension between these two
categories of rights, as they require different approaches
and resource allocation. Some argue that civil and political
rights are fundamental and must be prioritized, while others
emphasize the importance of economic, social, and cultural
rights for achieving social justice and equality."
155,"Which one of the following is not a part of

Article 51 of the Constitution of India?",Promote international peace and security,"Maintain just and honourable relations
between nations","Use of UN peacekeeping force for
resolution of international disputes","Encourage settlement of inter- national
disputes by arbitration",CDS  (I),2023.0,c,"Exp) Option c is the correct answer
Article 51 of the Constitution of India outlines the directive
principles of state policy related to international relations.
However, Article 51 does not explicitly mention the use
of UN peacekeeping forces as a directive principle of state
policy.
pn,
Important Tips: |
Article 51 of the Constitution of India deals with the
Promotion of international peace and security. It states |
that the State shall: |
+ Promote international peace and security |
e Maintain just and honourable relations between nations |
e Foster respect for international law and_ treaty |
obligations in the dealings of organised people with |
one another !
e Encourage settlement of international disputes by |
arbitration |
| e Adhere to the principles of the United Nations |
- Strive for international co-operation in solving |
international problems of an economic, social, |
cultural, or humanitarian character, and in promoting |
and encouraging respect for human rights and for
fundamental freedoms for all without distinction as to
race, scx, language, or religion."
156,"Which one of the following is not mentioned
as a form of Emergency in the Constitution

of India?",National Emergency,"State Emergency in terms of Proclamation
of President’s Rule in a State",Financial Emergency,Health Emergency,CDS  (I),2022.0,d,"Exp) Option d is the correct answer. )
Health Emergency is not mentioned as a form of Emergency
in the Constitution of India.
The Constitution provides for three types of emergencies:
National Emergency (Article 352), State Emergency
(President’s Rule- Article 356), and Financial Emergency
(Article 360). While the government can take measures
under existing laws and provisions to address public health
crises, a specific provision for a “Health Emergency” is not
included in the Constitution."
157,"Article 19(4) of the Constitution of India,
as it stands amended, includes which of the
following?
1. Freedom of speech and expression
2. Assemble peaceably and without arms
3. To acquire and dispose property
4. To move freely throughout the territory
of India
Select the correct answer using the code given
below: -",1 and 2 only,"1, 2,3 and 4",4 only,"1, 2.and 4 only",CDS  (I),2022.0,d,"Exp) Option d is the correct answer.
Article 19(1) of the Constitution of India includes the rights:
(a) to freedom of speech and expression;
(b) to assemble peaceably and without arms;
(c) to form associations or unions;
(d) to move freely throughout the territory of India;
(ce) to reside and settle in any part of the territory of India;
and omitted ;
({) to practise any profession, or to carry on any occupation,
trade or business

Important Tips |

Reasonable restrictions by the state in India include: |

« Freedom of speech and expression can be restricted |
for reasons such as national security, public order, |
defamation, and incitement to offense. |

+ Restrictions on the freedom of assembly can be imposed |
to maintain public order and protect the integrity of |
the nation. |

¢ Freedom of association can be limited to ensure public
order, national integrity, and morality. |

* The freedom of movement and residence can be |
restricted in the interest of public welfare and
protection of marginalized groups.

e Certain professions involving immoral or dangerous
activities may face restrictions to maintain social order
and public safety."
158,"In Part-IVA of the Constitution of India,
which one of the following is not mentioned
as a duty of every citizen of India?
CDS 2022 (1)]","To render national service when called
upon to do so","To renounce practices derogatory to the
dignity of women","To value and preserve a unitary national
culture","To develop the spirit of inquiry and
reform",,,c,"Exp) Option c is the correct answer.

‘Yo value and preserve a unitary national culture is not
a Fundamental Duty as mentioned in Part-IVA of the
Constitution of India. However, the other options, are all
mentioned as duties of every citizen of India. These duties
aim to promote the welfare of society, gender equality, and
the pursuit of knowledge and progress.

Important Tipss
* The Indian Constitutions Fundamental Dutics draw
| inspiration from the former USSR’s Constitution,
added through the 42nd Constitutional Amendment
Act, 1976, based on the Swaran Singh Committec’s
recommendation, and are non-justiciable obligations
applicable to citizens only.

e List of ten Fundamental Duties:

¢ ‘To abide by the Constitution and respect its ideals
and institutions.
* To cherish and follow the noble ideals that inspired
the national struggle for freedom.
* To uphold and protect the sovereignty, unity, and |
integrity of India. |
¢ To defend the country and render national service |
when required. |
* To promote harmony and the spirit of common
brotherhood among all citizens.
« ‘To value and preserve the rich heritage of India’s |
composite culture.
« To protect and improve the natural environment, |
including forests, lakes, rivers, and wildlife. |
¢ To develop scientific temper, humanism, and the
spirit of inquiry and reform. |
« To safeguard public property and abiure violence.
¢ ‘To strive for excellence in all spheres of individual |
and collective activity."
159,"Which one of the following terms represents
the maxim, ‘no man/person shall be
, condemned unheard’?",Autrefois acquit,Non bis in idem,Autrefois convict,Audi Alteram Partem,CDS  (D,2022.0,d,"Exp) Option d is the correct answer.
The term “Audi Alteram Partem” is a Latin phrase that
translates to “hear the other side.” It is a fundamental
principle of natural justice, which states that no person
should be condemned or punished without being given a
fair opportunity to present their case. It is a crucial aspect
of due process and ensures fairness and impartiality in legal
proceedings."
160,"Which one of the following statements about
a Bill for Amendment of the Constitution
of India is not correct?","It is governed by Article 368(2) of the
Constitution of India.","Joint sitting can be resorted to for Passing
a Bill amending the Constitution of India.","The State Legislatures cannot initiate any
Bill or proposal for amendment of the
Constitution of India.","The previous sanction of the President of
India is not required for introducing any
Bill in the Parliament for amendment of
the Constitution of India.",CDS  (I,2022.0,b,"Exp) Option b is the correct answer.
A joint sitting of both Houses of Parliament is not allowed
in the case of a deadlock over the passage of a constitutional
amendment bill. However, in the case of an ordinary bill,
there is a provision for a joint sitting if needed.
Important Tipss

¢ The procedure for amending the Indian Constitution
was borrowed from the South Africa Constitution.

¢ Article 368 in Part XX of the Constitution deals with
the powers of Parliament to amend the Constitution
and its procedure.

« “Parliament can amend the constitution provided that
Basic Structure remains intact”- Kesvananda Bharti
Case 1973.

¢ Parliament can only initiate constitutional amendment
bill. .

|» It can be introduced by either minister or private
member- does not require president approval.

« The bill must be passed by each house by Special
Majority.
e« The President must give his assent- Can not return or |
withhold assent of the constitutional amendment bill. |
¢ Three ways in which constitution can be amended:
« Simple Majority of the parliament. |
* Special Majority of the Parliament. |
e Special Majority of the Parliament and_ the |
ratification of half of the vate legietures |"
161,"Which one of the following statements is
correct?","Under Article 21A of the Constitution

of India, the State shall provide free and
compulsory education to all children up
to the age of eleven years.","Every religious denomination has got ~
absolute power under Article 26 of the
Constitution of India to manage its own
affairs in matters of religion.","Only religious and linguistic minorities
find mention in Article 30 of the
Constitution of India in reference to the
right to establish educational institutions
of their choice.","Parliament cannot empower, even by law,
any court other than the Supreme Court
of India the power to issue writs within
local limits of its jurisdiction.",CDS  (I11),2022.0,c,"Exp) Option c is the correct answer
Option a is incorrect: Article 21A guarantees free and
compulsory education to all children in the age group of six
to fourteen years, not eleven years.
Option b is incorrect: While Article 26 grants religious
denominations the right to manage their own affairs in
matters of religion, this power is not absolute. It is subject
to public order, morality, and health, and is also subject to
other provisions of the Constitution, including fundamental
rights.
Option c is correct: Article 30 of the Constitution of India
guarantees the right to establish and administer educational
institutions to religious and linguistic minorities. It states
that all religious and linguistic minorities have the right to
establish and administer educational institutions of their
choice, whether aided or unaided by the state.
Option d is incorrect: Parliament has the power to empower
other courts, besides the Supreme Court, to issue writs. The
power to issue writs is not exclusive to the Supreme Court
and can be conferred on high courts or other courts by law."
162,"By which one of the following Constitutional
Amendment Acts, was the Article 21A
(Right to Education) inserted into the
Constitution of India?",83rd Amendment Act,84th Amendment Act,85th Amendment Act,86th Amendment Act,CDS  (II),2022.0,d,"Exp) Option d is the correct answer
The Article 21A, which guarantees the Right to Education,
was inserted into the Constitution of India through the
86th Amendment Act. This amendment added Article 21A,
which states that the State shall provide free and compulsory
education to all children in the age group of six to fourteen
years."
163,"Equality before the law or equal protection
of the laws within the territory of India
is guaranteed under which one of the
following Articles of the Constitution of
India?",Article 14,"Article 15 ,",Article 1,Article 22,CDS (D,2021.0,a,"Exp) Option a is the correct answer
The guarantee of equality before the law or equal protection
of the laws within the territory of India is provided under
Article 14 of the Constitution of India. Article 14 of the
Indian Constitution states that “The State shall not deny to
any person equality before the law or the equal protection
of the laws within the territory of India.” This article
forms a fundamental right and ensures that all individuals,
irrespective of their caste, religion, gender, race, or place of
birth, are treated equally and without discrimination under
the law,"
164,"Which one among the following was
eliminated by the 44th Amendment Act of
the Parliament?",Right against Exploitation,Right to Constitutional Remedies,Right to Property,Right to Education,CDS (I),2021.0,c,"Exp) Option c is the correct answer
The Right to Property was originally included as a
fundamental right under Article 19(1)(f) of the Indian
Constitution, which guaranteed the right to acquire,
hold, and dispose of property. However, through the 44th
Amendment Act, passed in 1978, the Right to Property was
removed as a fundamental right and was instead reclassified
as a legal right.
ee
Important Tipss |
|

Some other changes under 44th Amendment Act:

« Proclamation of Emergency: Proclamation of
Emergency can be issued only when the security of
India or any part of its territory is threatened by war
or external aggression or by armed rebellion. Internal
disturbance not amounting to armed rebellion would
not be a ground for the issue of a Proclamation. An
emergency can be proclaimed only on the basis of
written advice tendered to the President by the Cabinet.

¢ Judicial Review: The amendment reinforced the power
of judicial review by stating that Parliament cannot
amend the Constitution in a way that would take away
or abridge the basic structure of the Constitution.

» Fundamental Rights during Emergency: The
amendment clarified that certain fundamental rights,
including the right to life and personal liberty, cannot
be suspended even during a state of emergency.

¢ Restored the original terms of Lok sabha and the state
legislative assemblies (i.e. 5 years)."
165,"Which among the following fundamental
rights is/are available to non-citizens?

1. Freedom of speech

2. Protection against self-incrimination

3. Freedom of conscience

4, Non-discrimination in matters of
employment

Select the correct answer using the codes

given below:","1, 2 and 3 only","1, 3 and 4 only",2 and 3 only,2 only,CDS (I),2021.0,c,"Exp) Option c is the correct answer
Statement 1 is incorrect: Freedom of speech, as guaranteed
by the Constitution of India, is available only to citizens of
India under Article 19.
Statement 2 is correct: Protection against  self-
incrimination is available to both citizens and non-citizens
under Article 20.
Statement 3 iscorrect: Freedom of conscience is available
to both citizens and non-citizens under Article 25. Freedom
of conscience protects an individual’s right to profess,
practice, or propagate any religion or belief.
Statement 4 is incorrect: Non-discrimination in matters
of employment is specifically guaranteed only to citizens of
India under Article 16. .

Important Tips:

Fundamental Rights Available Only to Citizens of India
| « Article 15 ~ Prohibition of discrimination on grounds
| of religion, race, caste, sex or place of birth.
| « Article 16 - Equality of opportunity in matters of

public employment. ;

» Article 19 ~ Protection of six rights related to freedom -
(a) of speech and expression; (b) to assemble peaceably
and without arms; (c} to form associations or unions;
(d) to move freely throughout the territory of India; (e)
to reside and settle in any part of the territory of India;
and (f) to practice any profession, or to carry on any
occupation, trade or business.

+ Article 29 - Protection of language, script and culture
of minorities. ~

e Article 30 -— Right of minorities to establish and
administer educational institutions."
166,"'Yhe provision, “the State shall take
steps to separate the Judiciary from the
Executive in the public services of the
State” is incorporated in which part of the
Constitution of India?",Part-IV,Part-V,Part-VI.,Part-VII,CDS  (ID,2021.0,a,"Exp) Option a is the correct answer.
The Constitution of India includes provisions in Part IV
(Article 36-51) known as the Directive Principles of State
Policy (DPSP).
One such principle is highlighted in Article 50, which
emphasizes the importance of separating the judiciary
from the executive in the public services of the State. This
provision reflects the commitment to maintaining the
independence and impartiality of the judiciary, ensuring a
fair and just system of governance.

Important Tipss

Classification of Directive Principles of State Policy:

¢ Socialistic Principles - Article 38, 39, 39A, 41, 42, 43,
43A, 47

¢ Gandhian Principles- Article 40, 43, 43B, 46, 47, 48

¢ Liberal-Intellectual Principles- Article 44, 45, 48,
48A, 49, 50, and 51.

The Constitution does not contain any classification of

Directive Principles. It is classified on the basis of their

content and direction"
167,"Which one of the following is the correct
meaning of the term ‘State’, as defined in
Article 12 of the Constitution of India?",It refers only to the Government of India.,"It refers only to the Government of India
and the Parliament of India.","It refers only to the Government of India,
Parliament of India, and Governments
and Legislatures of each State.","It refers to the Government of India,
Parliament of India, Governments and
Legislatures of each State, and all local or
other authorities within the Territory of
India.",CDS  (ID,2021.0,d,"Exp) Option d is the correct answer.

Article 12 of the Constitution of India defines the term

‘State for the purpose of interpreting fundamental rights.

According to Article 12, the term ‘State’ includes not only

the Government of India and the Parliament of India but also

the Governments and Legislatures of each State.

| Important Tips:

According to Article 12, ‘State’ includes:

| ¢ Government and Parliament of India- executive and

| legislative organs of the Union government.

| ¢ Government and legislature of states- executive and
legislative organs of state government.

| e All Local Authorities- municipalities, panchayats,
district boards, improvement trusts, etc.

e All Other Authorities- statutory or non-statutory
authorities like LIC, ONGC, SAIL, etc.

« A private body or an agency working as an instrument
of the State falls within the meaning of the ‘State’ under
Article 12,"
168,"Which one of the following is not a correct
statement with reference to the Constitution
of India? (CDS 2021 (II)]","The Constitution (Eighty-Fifth)

Amendment Act has inserted the ‘Right
to Education under Article 21-A.","Article 22 talks about preventive
detention.","Right to constitutional remcdics is in Part
- III of the constitution.","Writ jurisdiction of High courts is wider
than the Supreme Court of India.",,,a,"Exp) Option a is the correct answer.
The Constitution of India was amended by the Eighty-
sixth Amendment Act of 2002 (and not the Eighty-fifth
Amendment Act) to include Article 21A, which mandates
that every state must ensure free and compulsory education
for children aged six to fourteen. This amendment recognizes
education as a Fundamental Right protected under Part III
of the Constitution."
169,"Which of the following statements regarding
constitutional amendment is/are correct?

1. The procedure for amendment to the
Constitution is provided in Article 368.

2. A Bill to amend the Constitution can
be introduced in either House of the
Parliament.

3. The special procedure in Article 368 vests
constituent powers upon the ordinary
legislation.

Select the correct answer using the codes
given below: -",Only 1,"1,2 and 3",2 and 3,land 2,CDS  (11),2021.0,b,"Exp) Option b is the correct answer.
Statement 1 is correct- The procedure for amending the
Constitution is provided in Article 368 of the Constitution of
India. According to article 368, constitution can be amended
in three ways- Simple Majority, Special Majority, Special
Majority of the Parliament and the ratification of half of the
state legislatures.
Statement 2 is correct- A bill to amend the Constitution
can be introduced in either House of Parliament. It can be
introduced as a Constitutional Amendment Bill and must go
through the prescribed legislative process before it can be
enacted into law.
Statement 3 is correct- The special procedure outlined in
Article 368 of the Constitution vests constituent powers upon
the ordinary legislation. This means that the Parliament,
while acting in its legislative capacity, has the power to amend
or modify the provisions of the Constitution provided that
Basic Structure of the Indian Constitution remains intact."
170,"Which one of the following is not a
circumstance fer proclamation of
Emergency by the President of India under
Article 352 of the Constitution of India?",War,External aggression,Internal disturbance,Armed rebellion,CDS  (I1),2021.0,c,"Exp) Option c is the correct answer.
A national emergency in India can be declared based on the
grounds of war, external aggression, or armed rebellion. The
term “armed rebellion” was introduced through the 44th
amendment to the Constitution. Prior to this amendment, it
was referred to as “internal disturbance.”

Important Tips:

« A national emergency in India can be proclaimed
under Article 352 of the Constitution during situations
of war, external aggression, or armed rebellion that
poses a threat to the country’s security and integrity.

+ The President of India has the authority to declare a
national emergency based on the advice of the Union
Cabinet. .

* Once a national emergency is proclaimed, the
central government assumes additional powers, and
the federal structure of the country undergoes a
temporary change.

¢ Fundamental rights guaranteed by the Constitution can
be suspended or curtailed during a national emergency,
except for certain rights mentioned in Article 20 and
Article 21,

« The proclamation of a national emergency must be
approved by both houses of Parliament within one
month and is valid for six months. It can be extended
with the approval of Parliament in subsequent intervals |
of six months. |"
171,"The Constitution of India guarantees
freedom of speech and expression. But the
freedom is subject to certain reasonable
restrictions imposed by the state. These
restrictions may relate to which of the
following?
1. Defamation
2. Decency or morality
3. Incitement to an offence
Select the correct answer using the codes
given below.",Only 1,"2 and 3
{c) land 3",,"1,2 and 3",CDS  (I1),2021.0,d,"Exp) Option d is the correct answer.

Freedom of speech and expression in India is not absolute and

has reasonable restrictions. Restrictions include defamation,

indecency, morality, and incitement to offense. These

limitations aim to protect reputation, maintain decency, and

prevent illegal activities. The Constitution guarantees this

fundamental right while allowing necessary limitations for

public safety."
172,"Which of the following Articles in the
Constitution of India are exceptions to the
Fundamental Right enumerated in Article
14and Article-19? [CDS 2020 (11)",Article 31A and Article 31C,Article 31B and Article 31D,Article l and Article 13,Article 16 and Article 17,,,a,"Exp) Option a is the correct answer

Articles 31A and 31C are exceptions to the Fundamental

Rights enumerated in Article 14 and Article 19, as they allow

for certain restrictions on equality and property rights in

specific contexts for the purpose of agrarian reforms and

socioeconomic welfare.

| Important Tips:

| Article 31A: It saves five categories of laws from being

| challenged and invalidated on the ground of contravention

‘of the fundamental rights conferred by Article 14 and

| Article 19. It includes:

[+ Acquisilica vf estates and related rights by the State;

i

| ¢ Taking over the management of properties by the State;
« Amalgamation uf corporations;

| ¢ Extinguishnient or modification of rights of directors

| or sharcholders of corporations

| ¢ Extinguishmcat or modtrication of mining leases.

| It also provides the guaranteed right to compensation in
case of acquisition or requisition of the private property

| by the state.

Article 31C: It contained two provisions:

e It says that no law that seeks to implement socialistic
directive principles specified in Articles 39 (b) and (c),
shall be declared void on the grounds of contravention
of the fundamental rights conferred by Article 14 or
Article 19.

| ¢« Moreover, no law containing a declaration that it is for
giving effect to such policy shall be questioned in any
court on the ground that it does not give effect to such
a policy."
173,"Which one of the following was added as a
Fundamental duty through the Constitution
(86th Amendment) Act, 2002?
[CDS 2020 (1)","To strive towards excellence in individual
and collective activity","To provide opportunities for education to
one’s child between the age of 6 and 14
years","To work for the welfare of women and
children",‘To promote peace and harmony,,,b,"Exp) Option b is the correct answer.

The Constitution (86th Amendment) Act, 2002 added the

fundamental duty of providing opportunities for education

to one’s child between the age of 6 and 14 years. This

amendment aimed to emphasize the importance of education

and ensure that every child in India has access to quality
education during the crucial formative years of their life.
Important Tips:

e Article 21 A (Fundamental Right)- The State shall
provide free and compulsory education to all children
of the age of six to fourteen years in such manner as
the State may, by law, determine.

e Article 45 (Directive Principle of State Policy)- ‘fhe
State shall endeavor to provide early childhood care
and education for all children until they complete the
age of six years.

e Article 5) A (Fundamental Duties) - Parent or guardian to
provide opportunities for education to his child or, as the case
may be, ward between the age of six and fourteen years."
174,"Which one of the following Articles of the
Constitution of India protects a person
against double jeopardy?",Article-20,Article-21,Article-22,Article-23,CDS  (1),2020.0,a,"Exp) Option a is the correct answer.
Article-20 of the Constitution of India protects a person
against double jeopardy. Double jeopardy refers to the
principle that an individual cannot be prosecuted or
punished more than once for the same offense. The article
states three specific protections:
¢ No Double Jeopardy.
« No ex-post facto law.
¢ No self-incrimination.

Important Tips:

Double Jeopardy- Double jeopardy protection is

applicable only in legal proceedings before a court or

judicial tribunal. It does not apply to proceedings before
departmental or administrative authorities since they are
not of a judicial nature.

No ex-post facto law- An ex-post-facto law refers to a}

law that applies punishments or increases penalties for |

actions that have already been committed in the past. In |
other words, it is a law that is enforced retroactively. It is:
applicable only to criminal laws. |

No Self-Incrimination- It means no person accused of any

offence shall be compelled to be a witness against himscif. !

The protection against self-incrimination extends to both

oral evidence and documentary evidence. It extends only |

to criminal proceedings. However, it does not extend to |

(i) compulsory production of material objects,

(ii) compulsion to give thumb impression, specimen |

signature, blood specimens, and |

(iii) compulsory exhibition of the body."
175,"Which one of the following Articles was
defended by Dr. BR Ambedkar on the plea
that it would be used as ‘a matter of last
resort’?",Article-352,Article-359,Article-356,Article 368,CDS  (1),2020.0,c,"Exp) Option c is the correct answer.

During the debates of the Constituent Assembly, Dr. B.R.
Ambedkar, the principal architect of the Indian Constitution,
defended Article-356 on the plea that it would be used as “a
matter of last resort.” He argued that this provision would
only be invoked in exceptional circumstances when all
other remedies and alternatives have been exhausted. The

intention behind Article-356 was to ensure the maintenance
of constitutional order and stability in the country by
providing a mechanism to address critical situations in the
states.

Important Tips:

¢ President's Rule, also known as State Emergency, is the
suspension of the state government and the imposition
of direct central government rule in a state of India.

¢ It is implemented under Article 356 of the Indian
Constitution when the President deems that the
state’s governance cannot be carried out according to
constitutional provisions.

« ‘The decision to impose President’s Rule is taken by
the President on the advice of the Governor of the
concerned state or the Union Cabinet.

« The state legislative assembly is either dissolved or
| kept under suspended animation during President’s
| Rule.

* President’s Rule can be imposed for a maximum period
| of six months, and its extension beyond six months
| requires parliamentary approval every six months.

¢ Currently, Manipur is the only state with highest
| number (ie. 10) of President’s Rule so far, Uttar
Pradesh has 9 President Rule so far, Bihar and Punjab
both has 8 President Rule as of today."
176,"What is the ground on which the Supreme
Court can refuse relief under Article-32?","The aggrieved person can get remedy
from another court.",That disputed facts have to be investigated.,"That no Fundamental Right has been
infringed.","That the petitioner has not asked for the
proper writ applicable to his/her case.",CSDS  (I),2020.0,c,"Exp) Option c is the correct answer.

Under Article-32 of the Constitution of India, individuals

have the right to move the Supreme Court for the enforcement

of their Fundamental Rights. However, there are certain

grounds on which the Supreme Court can refuse relief under

Article-32. One such ground is when it is determined that no

Fundamental Right has been infringed in the case."
177,"Which one of the following Articles of the
Constitution of India lays down that no
citizen can be denied the use of wells, tanks
and bathing ghats maintained out of state
funds?",Article-14,Article-15,Article-16,Article-17,CDS Pre.  I,2019.0,b,"Exp) Option b is the correct answer

Article 15(2) of the constitution No citizen shall, on

grounds only of religion, race, caste, sex,

place of birth or any of them, be subject to any disability,

liability, restriction or condition with regard to:

« Access to shops, public restaurants, hotels and palaces of
public entertainment; or

e The use of wells, tanks, bathing Ghats, roads and places
of public resort maintained wholly or partly out of
State funds or dedicated to the use of the general public
(option b is correct)

Important Tips:

« Referred to as the “Magna Carta” of India |

« Fundamental Rights have been mentioned in the Part |
IIT of the constitution from Article 12 to 35.

¢ They are justiciable in nature.

« Defended and guaranteed by the Supreme Court. |
¢ ‘There are six fundamental rights recognised by the |
Indian constitution: |

« Right to Equality (Article 14-18) |

¢ Right to Freedom (Article 19-22)

« Right against Exploitation (Article 23-24) |

- Right to Freedom of Religion (Article 25-28)

e« Cultural and Educational Rights (Article 29-30)

« Right to Constitutional Remedies (Article 32)
NOTE: Originally, there were 7 Fundamental Rights
enshrined in the constitution. However, Right to
Property was deleted as a fundamental right through the

| 44th Amendment Act, 1978. It was made a legal right

AArticle 300A)."
178,"Which among the following statements
about the power to change the basic
structure of the Constitution of India is/are
correct?

1. It falls outside the scope of the amending
powers of the Parliament.

2. It can be exercised by the people through
representative in a Constituent Assembly.

3. It falls within the constituent powers of
the Parliament.

Select the correct answer using the codes

given below:",l and 3,l and 2,Only 1,2 and 3,CDS Pre. I,2019.0,c,"Exp) Option c is the correct answer.

The concept of basic structure was laid down by the Supreme

Court in the Keshvananda Bharti Case (1973).

The basic structure doctrine states that the Constitution

of India has certain basic features that cannot be altered or

destroyed through amendments by the Parliament Article

368 does not give absolute powers to the Parliament to

amend any part of the Constitution.

It can’t be exercised by the people through representatives

in a constituent assembly (Statement 2 is incorrect)

It falls outside the constituent powers of the parliament.

(Statement 3 is incorrect)"
