q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
106,Which one of the following _ pairs  (Institutions and Articles of the Constitution) is  roperly matched?,Supreme Court of India :Article 318,Election Commission of India :Article 324,Union Public Service Commission :Article 332,Attorney General Article 351,Chhattisgarh PCS Pre,2008.0,b,"Exp) Option b is the correct answer

Article 324 is related to superintendence, direction,
and control of elections to be vested in an Election
Commission. Article 351 of the Constitution provides that
it shall be the duty of the Union to promote the spread of
the Hindi language. Article 332 talks about the Reservation
of seats for Scheduled Castes and Scheduled Tribes in the
Legislative Assemblies of the States. Article 318 is related to
the power to make regulations as to conditions of service
of members and staff of the Commission."
107,"The Citizenship Act, 1955 deals with the determination of citizenship on or after","26th January, 1950","26th November, 1949","15th August, 1947","14th August, 1947",CDS  (I),2023.0,a,"Exp) Option a is the correct answer

The Citizenship Act, 1955 deals with the determination of
citizenship on or after 26th January, 1950, which marks
the commencement of the Act and the establishment of the
Republic of India. Prior to the Citizenship Act, 1955, the
legal provisions regarding citizenship in India were governed
by the Indian Independence Act, 1947, and the Constitution
of India, which came into effect on 26th November, 1949.
However, the Citizenship Act, 1955 consolidated and codified
the various laws and provisions related to citizenship into a
comprehensive legislation."
108,"Consider the following pairs of Schedule and Content of the Constitution of India:
1. First Schedule | Forms of Oaths or | Affirmations
2. Third | Allocation of seats in Schedule | the Council of States
3. Fifth Schedule | frovisions related to the administration of Scheduled Areas and Scheduled Tribes
4. Ninth | Provisions related to Schedule | the administration of tribal areas in certain States
How many of the above pairs is/are correctly matched?",1,2,3,4,CDS,2022.0,a,"Exp) Option a is the correct answer

1* pair is incorrectly matched: The First Schedule of the
Constitution of India contains details about the states and
union territories of India, along with their territories and
languages.

2™¢ pair is incorrectly matched: The Third Schedule of
the Constitution of India y contains the forms of oaths or
affirmations for elected officials such as the President, the
Vice-President, governors, judges, and other authorities.

34. pair is correctly matched: The Fifth Schedule of the
Constitution of India indeed contains provisions related to the

administration of Scheduled Areas and Scheduled Tribes. It
outlines the powers and functions of the tribal advisory councils,
safeguards for the welfare and advancement of Scheduled Tribes,
and other related provisions.
4"" pair is incorrectly matched: The Ninth Schedule of the
Constitution of India a special provision that was added to
protect certain laws from judicial scrutiny on the grounds of
violating fundamental rights. It includes laws related to land
reforms, the abolition of the zamindari system, and other
social and economic reforms."
109,"Which of the following statements with regard to the Preamble to the Constitution of India is/are correct?
1. Equality of status and equality of opportunity find mention in the Preamble.
2. The expression ‘unity and integrity of the Nation’ was not there in the Preamble since the beginning.
Select the correct answer using the code given  below:-",1 only,2 only,Both 1 and 2,Neither 1 nor 2,CDS  (1),2022.0,c,"Exp) Option c is the correct answer.
Statement 1 is correct- Equality entails the absence of
privileges or discrimination within society, and the
Preamble emphasizes equality of status and opportunity for
all citizens.
Statement 2 is correct-Through the 42nd Amendment Act
of 1976, the phrase was added to the Preamble to emphasize
the importance of maintaining the unity and integrity of
India as a sovereign, socialist, secular, and democratic
republic.
Important Tips
The Indian Constitution’s Preamble is derived from the
US Constitution and is often referred to as the “identity
card” of the Constitution.
It is based on the Objective Resolution proposed by
Pandit Nehru and was amended once through the 42nd
Constitutional Amendment Act, 1972, to include the
words “Socialist, Secular and Integrity.”
The Preamble is non-justiciable and does not grant
legislative power or restrict it. It is an integral part of the
Constitution and can be amended by a simple majority
under Article 368. It was added by the Constituent
Assembly after the enactment of the rest of the
Constitution."
110,"Which of the following terms were added to the Preamble of the Constitution of India by the Constitutional Amendment, 1976?
1. Socialist
2. Secular
3. Integrity
4. Fraternity
Select the correct answer using the codes given below.",l and 2,"1,2 and 3",2 and 4,"1,3 and 4",CDS  (ID),2020.0,b,"Exp) Option b is the correct answer
The Preamble of the Constitution of India was amended in 1976
by the 42nd Constitutional Amendment Act. This amendment
introduced three terms to the Preamble: Socialist, Secular,
and Integrity. The term “Fraternity” was already a part of the
original Preamble and was not introduced or amended in 1976."
111,"The Citizenship (Amendment) Act falls under which one of the following parts of
the Constitution of India?",Part I,Part II,Part IV,Part VI,CDS,2020.0,b,"Exp) Option b is the correct answer
Article 11 of the Indian Constitution grants the Parliament
the authority to regulate citizenship rights, and it is under this
provision that the Citizenship (Amendment) Act (CAA) was
enacted. As Article 1] is part of Part II of the Constitution of
India, the CAA can be classified within the framework of Part II
of the constitution.

Important Tip

-« The Citizenship Act, 1955 was amended 6 times in
1986. 1992, 2003, 2005, 2015 and 2019.

« The CAA 2019 provides citizenship on the basis
of religion to six undocumented non-Muslim
communities (Hindus, Sikhs, Buddhists, Jains,
Parsis and Christians) from Pakistan, Afghanistan
and Bangladesh who entered India on or before 31st
December, 2014.

« It exempts the members of the six communities from
any criminal case under the Foreigners Act, 1946 and
the Passport Act, 1920."
112,"Which of the following statements about Alladi Krishnaswami Ayyar, as a drafting member of the Constitution of India, are correct?
1. He favoured the role of the Supreme Court in taking important decisions related to the  nterpretation of the Constitution of India,
2. He felt that the Supreme Court had to draw the line between liberty and social control.
3. He believed in the dominance of the executive over the judiciary
4. He favoured a dictatorial form of governance.
Select the correct answer using the codes given below.",l and 2,"1,2 and 3",3 and 4,1.2 and 4,CDS Pre.,2019.0,a,"Exp) Option a is the correct answer.

¢ The doctrine of independence is not to be raised to the
level of a dogma so as to enable the judiciary to function
as a kind of super-legislature or super-executive.

« The judiciary is there to interpret the Constitution or
adjudicate upon the rights. Option 1 is correct.

¢ Itis the great tribunal which has to draw the line between
liberty and social control. Option 2 is correct"
113,Which one of the following Schedules to the Constitution of India provides for setting up of Autonomous District Councils?,Third Schedule,Fourth Schedule,Fifth Schedule,Sixth Schedule,CDS Pre.  IT,2018.0,d,"Exp) Option d is the correct answer.

1. Sixth schedule to the constitution of India provides for
setting up of autonomous district council (option d is
correct) 7

2. The Constitution of India makes special provisions for the
administration of the tribal dominated areas in four states
viz Assam, Meghalaya Tripura and Mizoram.

3. As per Article 244 and sixth Schedule these areas are called
“Tribal Areas :

4. The Sixth Schedule envisages establishment of Autonomous
District Councils (ADC) :

Assam North Cachar Hills District

The Karbi Anglong District

The Bodoland Territorial Areas District
Meghalaya Khasi Hills District

Jaintia Hills District

The Garo Hills District

Tripura Tribal Areas District

Mizoram The Chakma District

_ The Mara District"
114,"Which of the following statements relating to the Government of India Act, 1858 is/are correct?
1. The British Crown assumed sovereignty over India from the East India Company.
2. The British Parliament enacted the first statute for the governance of India under
the direct rule of the British.
3. This Act was dominated by the principle of absolute imperial control without any population participation in the administration of the country.
Select the correct answer using the codes given below:",l and 2,Only 2,"1,2 and 3",1 and 3,CDS Pre.  II,2018.0,d,"Exp) Option d is the correct answer.

« The government of India act 1858 is also known as the
“act for better government of India”.

e It changed the designation of governor general of India
to that of viceroy of India.

e The administration of India was taken from the Fast
India Company and placed directly under the British
Crown. (option 1 is correct)

¢ Thus the country was kept under the direct rule of the
British and the Cabinet.

¢ A new post called Secretary of State was added who
would be directly responsible to British cabinet and also
a part of it.

¢ The act also ended the double government which was
started by the Pitts India act 1784.

e A 15 member advisory council to the secretary of state
was formed.

« This act was dominated by the principle of absolute
imperial contro] without any popular participation in
administration of the country. (Option 3 is correct)

* Under this act, all the powers of Crown were exercised by
Secretary of State of India and was assisted by Council of
India (Council of fifteen members).

« Under the Pitts India Act of 1784 for the first time,
the British Government was given supreme control
over Company's affairs and its administration in India.
(Option 2 is incorrect)"
115,"Which of the following statements relating to the Indian Councils Act, 1861 is/are correct?
1. The Act introduced a grain of popular element by including non-official members in the  overnor-General’s Executive Council
2. The members were nominated, and their functions were confined exclusively to consideration of legislative proposals placed before it by the Governor-General.
3. The Governor-General did not have effective legislative power
Select the correct answer using the codes given below:",l and 2,2 and 3,"1,2 and3",Only 1,CDS Pre.  IT,2018.0,d,"Exp) Option d is the correct answer,

¢ Indian Councils Act of 1861 made a beginning of
representative institutions by associating Indians with
the law-making process.

« It thus provided that the viceroy should nominate some
Indians as non-official members of his expanded council.
(Statement 1 is correct)

¢ In 1862, Lord canning the then viceroy nominated three
Indians to his Legislative council

e It empowered the viceroy to make rule and orders for the
more convenient transaction of business in the council.

* Italso gave recognition to the Portfolio system introduced
by Lord canning in 1859

e Under this a member of the viceroy’s council was made
in charge of one or more departments of the government
and was authorized to issue final orders on behalf of the
council on matters of his department(s).

¢ The Governor-General also had the power to promulgate
ordinances without the council’s concurrence during
emergencies (Statement 3 is incorrect).

* The non official members of the Viceroys Executive
council did not take part in the discussions and their
role was only advisory.

The non-official members of the Executive Council were
not interested in attending the meetings of the Council,
moreover, under this Act they were not bound to attend
them ecither.The Indian members were not eligible to
oppose any bill and most often the bills were passed in one
sitting without discussion. (Statement 2 is incorrect)"
116,"Which of the following features were borrowed by the Constitution of India from the British Constitution?
l. Rule of Law
2. Law making Procedure
3. Independence of Judiciary
4. Parliamentary System
Select the correct answer using the codes given below:",l and 2,"2,3 and 4",l and 4,"1,2 and 4",CDS Pre.  11,2017.0,d,"Exp) Option d is the correct answer

¢ The Indian Constitution is unique in its contents and
spirit.

¢ ‘Though borrowed from almost every Constitution of the
world, the Constitution of India has several features that
distinguish it from the Constitutions of other countries.

« Independence of Judiciary has been taken from the
Constitution of USA.

« Following features have been borrowed by the British
Constitution:

Britain. 1. Parliamentary System of government ;

2. Rule of Law

: ' 3. Legislative procedure :

| | 4. Single citizenship

| 5. Cabinet system

6. Prerogative writs

i 7. Parliamentary privileges :

bf 8 Bicameralism

“United * 1. Impeachment of the president :

States of : 2. Functions of president and vice-president

: America ; :

‘ : 3. Removal of Supreme Court and High court :

; i judges :

4. Fundamental Rights :

5. Judicial review :

: ° 6. Independence of judiciary :

Luvwwu i 7 The preamble of the constitution"
117,Which one of the following statements with regard to the Ninth Schedule of the Constitution of India is not correct?,"It was inserted by the Constitution (First Amendment) Act, 1951",The acts and regulations specified in the Ninth Schedule shall become void on the ground that it violates a Fundamental Right in Part III of the Constitution.,The supreme court has power of judicial review of an act included in the Ninth Schedule on the doctrine of basic structure.,The appropriate legislature can repeal or amend an act specified in the Ninth Schedule.,CDS Pre.  I,2016.0,b,"Exp) Option b is the correct answer,

e Ninth Schedule says that the article mentioned in this are
immune from judicial review it is for the larger good of
the society, the government cannot be challenged in the
court for his actions.

e Ninth Schedule was added to the Constitution by First
Constitutional Amendment, 1951.

¢ In a landmark ruling on Jith January 2007, the
Supreme Court ruled that all laws (including those in
the Ninth Schedule) would be open to judicial review,
if they violated the basic structure of the Constitution.
(Statement b is incorrect)"
118,"On 26th November, 1949, which of the following provisions of the Constitution of India came into effect? ,
1. Citizenship
2. Elections
3. Provisional Parliament
4. Fundamental Rights
Select the correct answer using the codes given below:","2,3 and 4","1,2 and 3",l and 3,l and 2,CDS Pre.  IT,2016.0,b,"Exp) Option b is the correct answer.

e On 26th November 1949, 3 provisions i.e.., Elections,
citizenship and provisional Parliament came into force
and rest of the provisions only on 26th January 1950.

¢ Fundamental Rights of the citizen came into force on
26th january 1950."
119,Which one of the following languages is not recognised in the Eighth Schedule to the Constitution of India?,English,Sanskrit,Urdu,Nepali,CDS Pre.  I,2016.0,a,"Exp) Option a is the correct answer,

e As per Article-344(1) and 351 of Indian Constitution,
the 8th Schedule includes 22 language.

¢ The Eighth Schedule to the Constitution consists of the
following 22 languages:

e Of these languages, 14 were initially included in the
Constitution.

¢ Sindhi language was added by the 21"" Amendment Act
of 1967.

¢ Konkani, Manipuri, and Nepali were included by the
71* Amendment Act of 1992.

« Bodo, Dogri, Maithili, and Santhali were added by the
92™4 Amendment Act of 2003 which came into force in
2004."
120,"Which of the following is/are not central tenet(s) of the Constitution of India?
1. Prohibits discrimination on grounds of religion.
2. Gives official status to certain religions.
3. Provides freedom to profess any religion.
4. Ensures equality of all citizens within religious communities.
Select the correct answer using the codes given below:","1,2 and 3",3 and 4,"2,3 and 4",Only 2,CDS Pre.  IT,2015.0,d,"Exp) Option d is the correct answer.

« Article 25 says that all persons are equally entitled to
freedom of Conscience and the right to freely profess,
practice and propagate religion.

¢ The Indian Constitution embodies the positive concept
of secularism ie, all religions in our country (irrespective
of their strength) and no official status was given to
certain religions.

e 42nd amendment act of 1976, the Preamble to the
constitution of India asserted that India is a secular
nation.

¢ Secularism is a belief system which rejects religion, or
the belief that religion should not be part of the affairs of
the state. (Statement 2 is incorrect)"
121,"Which of the following statement(s) about the formation of the Constituent Assembly is/are correct?
1. The members of the Constituent Assembly were chosen on the basis of the Provincial Elections of 1946.
2. The Constituent Assembly did not include representatives of the princely states.
3. The discussions within the Constituent Assembly were not influenced by opinions expressed by the public.
4. In order to create a sense of collective participation. submissions were solicited from the public
Select the correct answer using the codes given below:",Only 1,2 and 3,3and4,l and 4,CDS Pre.  IT,2015.0,d,"Exp) Option d is the correct answer.
The members of constituent assembly were chosen indirectly
by members of provincial assemblies, who in turn were
elected through Provincial Election of 1946. (Statement 1
is correct)
The constituent assembly had representative of princely
states , who were nominated by the princes. (Statement 2 is
incorrect)
The constituent assembly had representation from all parts
of India , every community, every section of the society was
represented in the assembly and hence the discussions in
the constituent assembly was influenced by public opinion
over an issue, although rational decision was taken after fair
discussions. (Statement 3 is incorrect)
To create a sense of collective participation the public was
asked to send in their views . Many of the linguistic minorities
wanted the protection of their mother tongue, religious
minorities asked for special safeguards, while dalits demanded
an end to all caste oppression and reservation of seats in
government bodies. Important issues of cultural rights and
social justice raised in these public discussions were debated
on the floor of the Assembly. (Statement 4 is correct)"
122,"Which of the following statements with regard to citizenship provisions of the Constitution of India is/are correct?
1, No person shall be a citizen of India by virtue of Article 5, or be deemed to be a citizen of India by virtue of Article 6 or Article 8, if he/she has voluntarily acquired the citizenship of any foreign state.
2. The Parliament has power to make any provision with respect to the acquisition and termination of citizenship and all other matters relating to citizenship. 
Select the correct answer using the codes given below :",Only 1,Only 2,Both 1 and 2,Neither 1 nor 2,CDS Pre.  IT,2015.0,c,"Exp: Option c is the correct answer.

« As per article 9 No person shall be a citizen of India by
virtue of article 5, or be deemed to be a citizen of India

by virtue of article 6 or article 8, if he has voluntarily
acquired the citizenship of any foreign State.

« As per article 11 The Parliament has the right to
make any provision concerning the acquisition and
termination of citizenship and any other matter relating
to citizenship."
123,"Which of the statement(s) is/are not correct for the 9th Schedule of the Constitution of
India?
1. It was inserted by the First Amendment in 1951.
2. It includes those laws which are beyond the purview of judicial review.
3. It was inserted by the 42nd Amendment.
4. The laws in the 9th Schedule are primarily those which pertain to the matters of national security.
Select the correct answer using the codes given below: (",l and 2,2 and 3,3 and 4,Only 3,DS Pre.  I,2015.0,c,"Exp) Option c is the correct answer.

+ The 9th schedule was added to the constitution by the
Ist amendt. to the constitution in 1951 (Statement 3 is
incorrect)

e The Ninth Schedule of the Constitution contains a list of
central and state laws which cannot be challenged in
courts. (Statement 4 is incorrect)"
124,"Consider the following statements about democracy:
1. It consists with the formation of government elected by the people
2. In democracy, those currently in power have a fair chance of losing
3. Each vote has one value.
Which of the statement(s) given above is/are correct?",l and 2,"1, 2 and 3",Only 1,2 and 3,CDS Pre.  (D,2014.0,b,"Exp) Option b is the correct answer.

¢ Democracy is a form of government in which the rulers
are elected by the people.

- It is based on a free and fair election where these
currently in a power having a free chance of loosing.

¢ Ina democracy, each adult citizen have one vote and
each vote have one value and the decision making
power rests with those elected by the people.

¢ Democracy also enhances the dignity of citizens.

« Abraham Lincoln had said “Democracy is the
government of the people, by the people and for the
people”."
125,"The Draft Constitution as framed only provides a machinery for the government of the country. It is not a contrivance to install any particular party in power as has been done in some countries. Who should be in power is left to be determined by the people,as it must be, if the system is to satisfy the test of democracy’.
The above passage from Constituent Assembly debates is attributed to:",Pandit Jawaharla) Nehru,Dr BR Ambedkar :,Maulana Abdul Kalam Azad,Acharya JB Kriplani,CDS Pre. 1,2014.0,b,"Exp) Option b is the correct answer.

« BR Ambedkar has emerged as the epitome personality of
modern India.

« He was appointed as the Chairman of the constitution
drafting committee in 1947,

¢ He is recognised as the “Father of the Constitution of
India’.

¢ Major contributions of Ambedkar to modern India:

a) Education

b) Changing hierarchical Structures of Indian society

c) Bringing untouchables to the mainstream of Indian
society.

d) Framing an inclusive and secular Constitution.

e) Upliftment of marginalised

f) Fundamental Rights

g) Economic Contributions"
126,"The citizenship means:
1. full civil and political rights of the citizens.
2. the right of suffrage for election to the House of the People (of the Union) and the Legislative Assembly of every state.
3. the right to become a Member of the Parliament and Member of Legislative Assemblies.
Select the correct answer using the codes given below :",l and 2,1 and 3,2 and 3,All of these,CDS Pre.  I,2014.0,d,"Exp) Option d is the correct answer.

¢ In Part II of Constitution under Article 5-11, citizenship
clause has been explained.

e Full civil and political rights are entitled to the citizen
of India.

« Also, they are entitled to be a Member of Parliament or
State Legislature but one has to also satisfy the age limit
criterion in order to be an MP or MLA.

+ Citizens of India has right of suffrage for election to the
House of People (of the Union) and legislative assembly
of every state,

Important Tips
1. Citizenship is listed in the Union List.
2. The term ‘Citizen’ is not defined in the constitution. |
3. Citizenship of India can be acquired in the following
ways: |
¢ Citizenship at the commencement of the Constitution
« Citizenship by birth
e Citizenship by descent |
¢ Citizenship by registration
¢ Citizenship of naturalization |
* By incorporation of territory (by the Government of
India) |
4. Termination of the Citizenship is possible in three |
ways:
Renunciation, Termination, Deprivation"
127,Who among the following warned his colleagues that the Constituent Assembly was British made and was “working the British plan as the British should like it to be worked out”?,Soronath Lahiri,B.R. Ambedkar,Shyama Prasad Mukherjee,B.N. Rau,CAPF,2021.0,a,"Exp) Option a is the correct answer.
Somnath Lahiri was a member of the Constituent Assembly
of India and a prominent leader of the Communist Party
of India. He was a vocal critic of the British rule in India
and he believed that the Constituent Assembly was not
truly representative of the Indian people. In a speech in
the Constituent Assembly on 19 December 1946, Lahiri said
that the Constituent Assembly was “British made” and that it
was “working the British plan as the British should like it to
be worked out”. He argued that the Assembly was dominated
by the Indian National Congress, which was a party that had
close ties to the British government"
128,Which one of the following statements with regard to the preamble to the Constitution of India is not correct?,The term ‘Secular Democratic Republic’ was not there in the Preamble originally.,The Preamble contains the basic structure of the Constitution of India.,"By itself, the Preamble is not enforceable in a court of law.","The Supreme Court has held that the preamble cannot be considered as an aid to the legal  interpretation of the Constitution, where the language is ambiguous.",CAPF,2021.0,d,"Exp) Option d is the correct answer.

The preamble to the Constitution of india is a short

introductory statement that sets out the basic principles

and objectives of the Constitution. It is not enforceable in

a court of law, but it is an important source of guidance for

interpreting the Constitution. The Supreme Court has held

that the preamble can be used to interpret the Constitution
in cases where the language is ambiguous.
Important Tip

Important peints about Preamble:

Key elements of Preamble:

¢ Sovereign, socialist, secular, and democratic and

republic.
¢ Justice, liberty, equality, and fraternity.
° Unity and integrity of the nation.

1. The Preamble is based on ‘Objective Resolution’ by
Nehru and was adopted and enacted by the Constituent
Assembly of India on 26th November 1949.

2. It has been amended only once through the 42nd
Amendment Act of 1976, which added the words
“Secular” and “Socialist” to the Preamble.

3. The Preamble serves as a guiding light for the
government, lawmakers, and citizens in shaping the
nation’s policies and actions."
129,As per provisions of the Constitution of India which one of the following is correct?,Only Parliament has the power to legislate over a subject under the Concurrent list,"Both Parliament and State Legislatures have the power to legislate over a subject
under the Concurrent list.",A legislation made under the Concurrent list by Parliament should be ratified by half of the State Legislatures so as to become a law of the country,Only State Legislatures are empowered to make laws under Concurrent list,CAPE,2020.0,b,"Exp) Option b is the correct answer.
The Constitution of India provides for the division of
powers between central and state government. The seventh
schedule provides for three list- State List, Central List, and
Concurrent List. Out of the three list, the Concurrent list
includes subjects on which both the Parliament (Central
government) and State Legislature (state governments)
can legislate independently and concurrently.

Important Tips —

Few of the subjects under the Central List:

1. Defense and armed forces

2. Foreign affairs and international relations

3. Atomic energy

4. Currency, coinage, and legal tender

5. Railways
6. Airports and airways

7. Interstate trade and commerce

8. Banking and financial institutions

9. Taxes on income other than agricultural income

Few of the subjects under the State List:

1. Police and public order

2. Public health and sanitation

3. Agriculture and irrigation

; 4. Fisheries
| 5. Local government
6. Public works
7. Public entertainment
8. Land and land revenue
9. Education at the state level
| Few of the subjects under the Concurrent List:

1. Criminal law and procedure
| 2. Marriage and divorce

3. Adoption
| 4. Bankruptcy and insolvency
| 5. Education, including technical education

6. Population control and family planning
| 7. Protection of wildlife and animals

8. Trusts and trusteeship ,
9. Price control and essential commodities"
130,"Which of the following  statement(s) regarding passing a law under the State list  is/are correct?
1. Even in the sphere (State list) exclusively reserved for the States, Parliament can legislate under certain circumstances.
2. Parliamentcannotlegislatea subject under the State list under any circumstances.
3. A resolution supported by two-thirds of the members present and voting is required to be passed by Rajya Sabha to pass a law under the State list
Select the correct answer using the codes given below:","1, 2 and 3",2 and 3 only,1 and 3 only,1 Only,CAPE,2020.0,c,"Exp) Option c is the correct answer.

Statement 1 is correct- Parliament can legislate a subject
under the State list in certain conditions. These conditions
include during a national emergency under Article
250. when a state makes a request under Article 252, to
implement international agreements under Article 253, and
during President’s Rule under Article 356.

Statement 2 is incorrect- Parliament can legislate a subject
under the State list under certain circumstances during
National Emergency and President’s rule. So, the statement
that Parliament cannot legislate a subject under the State list
under any circumstances is not correct.

Statement 3 is correct- As per Article 249 of the Constitution,
if the Rajya Sabha passes a resolution supported by not less
than two-thirds of the members present and voting, stating
that it is necessary or expedient in the national interest,
Parliament can make laws on any matter enumerated in the
State list."
131,"Which of the following pairs of list and contents is/are correctly matched?
1. State List: Public health and sanitation
2. Union List: Citizenship, naturalization and aliens
3. Concurrent List: Legal, medical and other professions
Select the correct answer using the code given below:",1 only,"1, 2 and 3",2 and 3 only,3 only,APE,2019.0,b,"Exp) Option b is the correct answer

Pair 1 matched correctly: Public health and sanitation are
among the subjects listed in the State List.

Pair 2 matched correctly: Citizenship, naturalization, and
aliens are among the subjects listed in the Union List.

Pair 3 matched correctly: Legal, medical, and other
professions are among the subjects listed in the Concurrent
List."
132,"Which of the following statements about the Constitution of India is/are correct?
1. The ‘Objectives Resolution’ was moved by Sardar Vallabhbhai Patel.
2. Dr. BR Ambedkar served as the Chairman of the Drafting Committee in his capacity as the Law Minister.
Select the correct answer using the codes given below.",1 only,2 only,Both 1 and 2,Neither 1 nor 2,CAPF,2018.0,b,"Exp) Option b is the correct answer

Statement 1 is incorrect: The ‘Objectives Resolution’ was
actually moved by Jawaharlal Nehru on December 13, 1946,
in the Constituent Assembly of India. This resolution laid
down the fundamental principles and objectives that would
guide the framing of the Constitution.

Statement 2 is correct: Upon India’s independence on 15
August 1947, the new prime minister Jawaharlal Nehru
invited Ambedkar to serve as the Dominion of India’s Law
Minister; two wecks later, he was appointed Chairman of
the Drafting Committee of the Constitution for the future
Republic of India."
133,Which one of the following statements about the Constitution of India is correct?,It was framed between December 1946 and December 1949,The drafts of the Constitution were discussed in public meetings,It is the shortest document of a constitution in the world.,It came fully into operation immediately after the drafting was completed inm December 1949,CAPF,2018.0,a,"Exp) Option a is the correct answer

The Constitution of India was framed between December
1946. and December 1949. The Constituent Assembly, which
was elected in 1946, met for the first time on December
9. 1946. The Assembly appointed a Drafting Committee in
1947. and the final draft of the Constitution was adopted
on November 26, 1949. The Constitution came into force on
January 26, 1950."
134,"Which one of the following is not a characteristic feature of the Independence Act, 1947?","The Dominion of India got the residuary territory of India, excluding the provinces of Sind, Baluchistan, West Punjab, East Bengal and NWFP.",The Act sought to lay down a Constitution by the Legislative will of the British Parliament,The Act proposed to set up two independent Dominions,The Constituent Assembly of each Dominion was to have unlimited power to frame and adopt any Constitution.,CAPF,2018.0,b,"Exp) Option b is the correct answer
The Independence Act, 1947, was a British Act of Parliament
that partitioned British India into two independent
dominions, India and Pakistan. The Act did not lay down
a constitution for either dominion. Instead, it provided
for the establishment of constituent assemblies in each
dominion, which would be responsible for framing their
own constitutions."
135,Which one of the following was the mandate of the Dhar Commission (1948)?,To study the classification of States,To recommend whether the States can be reorganized on linguistic basis,To study the Centre-State relations,To examine whether Madras city can be transferred to Andhra,CAPF,2017.0,b,"Exp) Option b is the correct answer
The Dhar Commission was appointed by the Government
of India in 1948 to study the feasibility of reorganizing the
states of India on a linguistic basis.
Important Tips
Dhar Commission-Recommendations
1. It advocated for state reorganization based on
administrative convenience rather than linguistic
considerations.
2. The Commission recommended the reorganization of
States on the basis of the following criteria:
e« Geographical contiguity
¢ Financial self-reliance
e« Administrative viability"
136,"Which of the following statements regarding the Constituent Assembly are correct?
1. It was not based on an adult franchise.
2. It resulted from direct election.
3. Itwasa multi-party body.
4. lt worked through several committees.
Select correct answer using the code given below.","1, 2 and 4",2 and 3,l and4,"1, 3 and 4",CAPF,2016.0,d,"Exp) Option d is the correct answer.
The Constituent Assembly of India was the body that framed
the Constitution of India. It was established under the
Cabinet Mission Plan of 1946 and consisted of 389 members,
of which 296 were elected by the provincial assemblies and
93. were nominated by the princely states
Statement I is correct: The Constituent Assembly was not
based on an adult franchise, as the provincial assemblies
themselves were elected on a limited franchise
Statement 2 is incorrect: It was also not a result of direct
election, as the members were elected indirectly by the
provincial assemblies or nominated by the princely states.
Statement 3 is correct: It was a multi-party body, as it
included representatives from various political parties
such as the Indian National Congress, the Muslim League,
the Communist Party of India, etc.
Statement 4 iscorrect: It worked through several committees,
such as the Drafting Committee, the Fundamental Rights
Committee, the Union Powers Committee, etc., to deal
with different aspects of the constitution-making process ."
137,"According to Granville Austin, which of the following was/were the most significant contributions of India to constitution- making?",Majority Rule and Minority Rights,Consensus and Accommodation,Social revolution and Political Freedom,Asymmetrical Federal Structure,CAPF,2015.0,b,"Exp) Option b is the correct answer.
According to Granville Austin, one of the most significant
contributions of India to  constitution-making was
Consensus and Accommodation. This is because he argued

that the Indian Constitution was a product of a remarkable

process of consensus-building and accommodation among

various groups and interests in the Constituent Assembly and
outside. He highlighted how the framers of the Constitution
sought to reconcile the conflicting demands of democracy,
nationalism, social justice, federalism, secularism, minority
rights, and individual liberties in a diverse and complex
society.

Important Tips

« Granville Austin (1927-2014) was an American

| historian and a leading authority on the Indian

| Constitution.

| « He wrote two influential books on the making and

working of the Indian Constitution, namely The

| Indian Constitution: Cornerstone of a Nation (1966)

and Working a Democratic Constitution: The Indian

| Experience (1999),

« He was awarded the Padma Shri by the Government
of India in 2011 for his contribution to constitutional
studies."
138,"According to Article 3 of the Constitution of India, the Parliament may by law
1. declare war on any country.
2. alter the boundaries of any State.
3. increase the area of any State
4. establish an Autonomous Council within any State.
Select the correct answer using the code given below.",Only 3,"1,2 and 4",2 and 3,"1, 2 and 3",CAPF,2015.0,c,"Exp) Option c is the correct answer.

According to Article 3 of the Constitution of India, the

Parliament may by law:

- Alter the boundaries of any State: The Parliament has
the power to alter the boundaries of any State in India.
This can be done through the process of reorganization
of states, which requires the introduction and passing of
a law by Parliament.

+ Increase the area of any State: The Parliament also has
the authority to increase the area of any existing state by
annexing or merging territories with it. This can be done
through the enactment of a law by Parliament.

Statement 1 is not related to Article 3, but to Article 253,

which empowers Parliament to make laws for implementing

treaties, agreements or conventions with foreign countries or
international organizations.

Statement 4 is not related to Article 3, but to Article 244A,

which provides for the creation of an autonomous state

comprising certain tribal areas in Assam and for the creation of
local legislature or council of ministers or both for such state.
Important Tips

Article 3 of the Constitution of India deals with the

formation of new States and alteration of areas, boundaries

or names of existing States. In this regard, the Parliament

| may by law:

* form a new State by separation of territory from any
State or by uniting two or more States or parts of States,
ox by uniting any territory to a part of any State;

« increase the area of any State;

¢ diminish the area of any State;
« alter the boundaries of any State;
e alter the name of any State. |"
